order_id,orderline_id,sku,quantity,picking_unit,unit_of_measure,order_date,picking_date,picking_time,ship_date,ship_time,customer_id,shipping_method
SO-201346,SO-201346-03,EL-1003,5,piece,EA,2025-03-02,2025-03-02,11:55:35,2025-03-03,20:58:03,C-19015,CEP
SO-201346,SO-201346-04,HK-1031,2,piece,SET,2025-03-02,2025-03-02,11:55:35,2025-03-03,20:58:03,C-19015,CEP
SO-201346,SO-201346-05,HK-1039,3,piece,SET,2025-03-02,2025-03-02,11:55:35,2025-03-03,20:58:03,C-19015,CEP
SO-201347,SO-201347-01,HK-1032,1,piece,EA,2025-03-02,2025-03-02,18:29:17,2025-03-03,11:53:14,C-17004,CEP
SO-201348,SO-201348-01,SP-1089,3,piece,EA,2025-03-02,2025-03-02,06:37:12,2025-03-02,16:32:53,C-14679,CEP
SO-201349,SO-201349-01,CA-1094,5,piece,EA,2025-03-02,2025-03-03,12:46:12,2025-03-03,13:49:24,C-14650,Freight
SO-201350,SO-201350-01,EL-1010,4,piece,EA,2025-03-02,2025-03-02,12:24:02,2025-03-03,11:36:45,C-19020,CEP
SO-201350,SO-201350-02,SP-1084,5,piece,EA,2025-03-02,2025-03-02,12:24:02,2025-03-03,11:36:45,C-19020,CEP
SO-201350,SO-201350-03,PS-1117,4,piece,PK,2025-03-02,2025-03-02,12:24:02,2025-03-03,11:36:45,C-19020,CEP
SO-201350,SO-201350-04,TG-1112,1,piece,EA,2025-03-02,2025-03-02,12:24:02,2025-03-03,11:36:45,C-19020,CEP
SO-201350,SO-201350-05,CA-1094,5,piece,EA,2025-03-02,2025-03-02,12:24:02,2025-03-03,11:36:45,C-19020,CEP
SO-201350,SO-201350-06,AU-1135,2,piece,EA,2025-03-02,2025-03-02,12:24:02,2025-03-03,11:36:45,C-19020,CEP
SO-201350,SO-201350-07,CA-1099,1,piece,SET,2025-03-02,2025-03-02,12:24:02,2025-03-03,11:36:45,C-19020,CEP
SO-201350,SO-201350-08,CA-1104,1,piece,EA,2025-03-02,2025-03-02,12:24:02,2025-03-03,11:36:45,C-19020,CEP
SO-201350,SO-201350-09,EL-1011,2,piece,EA,2025-03-02,2025-03-02,12:24:02,2025-03-03,11:36:45,C-19020,CEP
SO-201350,SO-201350-10,TG-1115,48,piece,PK,2025-03-02,2025-03-02,12:24:02,2025-03-03,11:36:45,C-19020,CEP
SO-201350,SO-201350-11,OF-1044,2,piece,SET,2025-03-02,2025-03-02,12:24:02,2025-03-03,11:36:45,C-19020,CEP
SO-201350,SO-201350-12,SP-1083,1,piece,EA,2025-03-02,2025-03-02,12:24:02,2025-03-03,11:36:45,C-19020,CEP
SO-201350,SO-201350-13,OF-1050,1,piece,EA,2025-03-02,2025-03-02,12:24:02,2025-03-03,11:36:45,C-19020,CEP
SO-201350,SO-201350-14,HK-1036,1,piece,SET,2025-03-02,2025-03-02,12:24:02,2025-03-03,11:36:45,C-19020,CEP
SO-201350,SO-201350-15,HK-1039,3,piece,SET,2025-03-02,2025-03-02,12:24:02,2025-03-03,11:36:45,C-19020,CEP
SO-201350,SO-201350-16,SP-1082,2,piece,EA,2025-03-02,2025-03-02,12:24:02,2025-03-03,11:36:45,C-19020,CEP
SO-201350,SO-201350-17,SP-1089,5,piece,EA,2025-03-02,2025-03-02,12:24:02,2025-03-03,11:36:45,C-19020,CEP
SO-201350,SO-201350-18,SP-1080,33,box,PK,2025-03-02,2025-03-02,12:24:02,2025-03-03,11:36:45,C-19020,CEP
SO-201350,SO-201350-19,CA-1098,3,piece,EA,2025-03-02,2025-03-02,12:24:02,2025-03-03,11:36:45,C-19020,CEP
SO-201350,SO-201350-20,EL-1013,5,piece,EA,2025-03-02,2025-03-02,12:24:02,2025-03-03,11:36:45,C-19020,CEP
SO-201350,SO-201350-21,HK-1027,29,box,SET,2025-03-02,2025-03-02,12:24:02,2025-03-03,11:36:45,C-19020,CEP
SO-201350,SO-201350-22,AU-1128,5,piece,PK,2025-03-02,2025-03-02,12:24:02,2025-03-03,11:36:45,C-19020,CEP
SO-201350,SO-201350-23,HB-1074,2,piece,SET,2025-03-02,2025-03-02,12:24:02,2025-03-03,11:36:45,C-19020,CEP
SO-201351,SO-201351-01,TG-1112,49,box,EA,2025-03-03,2025-03-04,10:44:02,2025-03-04,20:50:14,C-14909,Express
SO-201352,SO-201352-01,CA-1101,2,piece,EA,2025-03-03,2025-03-04,08:05:13,2025-03-04,20:31:53,C-18441,Freight
SO-201352,SO-201352-02,HK-1032,2,piece,EA,2025-03-03,2025-03-04,08:05:13,2025-03-04,20:31:53,C-18441,Freight
SO-201352,SO-201352-03,HK-1021,5,piece,EA,2025-03-03,2025-03-04,08:05:13,2025-03-04,20:31:53,C-18441,Freight
SO-201353,SO-201353-01,TG-1112,4,piece,EA,2025-03-03,2025-03-04,13:13:03,2025-03-05,15:59:32,C-19804,Express
SO-201354,SO-201354-01,PS-1117,3,piece,PK,2025-03-03,2025-03-03,15:48:53,2025-03-03,10:03:00,C-12835,CEP
SO-201354,SO-201354-02,TG-1112,5,piece,EA,2025-03-03,2025-03-03,15:48:53,2025-03-03,10:03:00,C-12835,CEP
SO-201354,SO-201354-03,CA-1100,3,piece,EA,2025-03-03,2025-03-03,15:48:53,2025-03-03,10:03:00,C-12835,CEP
SO-201355,SO-201355-01,EL-1008,34,box,PK,2025-03-03,2025-03-03,07:39:24,2025-03-04,14:25:51,C-18352,Freight
SO-201356,SO-201356-01,AU-1128,4,piece,PK,2025-03-03,2025-03-03,06:11:06,2025-03-04,15:10:36,C-17396,CEP
SO-201356,SO-201356-02,SP-1086,2,piece,SET,2025-03-03,2025-03-03,06:11:06,2025-03-04,15:10:36,C-17396,CEP
SO-201356,SO-201356-03,OF-1056,1,piece,EA,2025-03-03,2025-03-03,06:11:06,2025-03-04,15:10:36,C-17396,CEP
SO-201356,SO-201356-04,OF-1046,2,piece,EA,2025-03-03,2025-03-03,06:11:06,2025-03-04,15:10:36,C-17396,CEP
SO-201356,SO-201356-05,CA-1094,4,piece,EA,2025-03-03,2025-03-03,06:11:06,2025-03-04,15:10:36,C-17396,CEP
SO-201356,SO-201356-06,CA-1099,5,piece,SET,2025-03-03,2025-03-03,06:11:06,2025-03-04,15:10:36,C-17396,CEP
SO-201356,SO-201356-07,AU-1135,1,piece,EA,2025-03-03,2025-03-03,06:11:06,2025-03-04,15:10:36,C-17396,CEP
SO-201357,SO-201357-01,EL-1008,5,piece,PK,2025-03-03,2025-03-03,19:27:29,2025-03-04,13:23:10,C-18862,Freight
SO-201357,SO-201357-02,HK-1032,4,piece,EA,2025-03-03,2025-03-03,19:27:29,2025-03-04,13:23:10,C-18862,Freight
SO-201357,SO-201357-03,AU-1127,3,piece,EA,2025-03-03,2025-03-03,19:27:29,2025-03-04,13:23:10,C-18862,Freight
SO-201357,SO-201357-04,OF-1050,3,piece,EA,2025-03-03,2025-03-03,19:27:29,2025-03-04,13:23:10,C-18862,Freight
SO-201357,SO-201357-05,CA-1094,1,piece,EA,2025-03-03,2025-03-03,19:27:29,2025-03-04,13:23:10,C-18862,Freight
SO-201358,SO-201358-01,SP-1088,5,piece,EA,2025-03-03,2025-03-03,15:54:29,2025-03-04,16:54:35,C-19654,Freight
SO-201359,SO-201359-01,EL-1010,4,piece,EA,2025-03-03,2025-03-03,16:35:04,2025-03-04,08:56:47,C-11490,Freight
SO-201360,SO-201360-01,SP-1089,1,piece,EA,2025-03-03,2025-03-04,16:58:21,2025-03-04,18:38:40,C-10023,CEP
SO-201361,SO-201361-01,SP-1082,9,piece,EA,2025-03-03,2025-03-03,12:27:37,2025-03-04,20:28:35,C-16036,Freight
SO-201361,SO-201361-02,HK-1036,41,piece,SET,2025-03-03,2025-03-03,12:27:37,2025-03-04,20:28:35,C-16036,Freight
SO-201361,SO-201361-03,EL-1010,18,piece,EA,2025-03-03,2025-03-03,12:27:37,2025-03-04,20:28:35,C-16036,Freight
SO-201362,SO-201362-01,SP-1089,5,piece,EA,2025-03-03,2025-03-03,21:12:30,2025-03-04,10:05:08,C-19146,CEP
SO-201362,SO-201362-02,HK-1027,3,piece,SET,2025-03-03,2025-03-03,21:12:30,2025-03-04,10:05:08,C-19146,CEP
SO-201362,SO-201362-03,CA-1099,5,piece,SET,2025-03-03,2025-03-03,21:12:30,2025-03-04,10:05:08,C-19146,CEP
SO-201362,SO-201362-04,CA-1094,5,piece,EA,2025-03-03,2025-03-03,21:12:30,2025-03-04,10:05:08,C-19146,CEP
SO-201362,SO-201362-05,HK-1028,3,piece,PK,2025-03-03,2025-03-03,21:12:30,2025-03-04,10:05:08,C-19146,CEP
SO-201362,SO-201362-06,EL-1010,5,piece,EA,2025-03-03,2025-03-03,21:12:30,2025-03-04,10:05:08,C-19146,CEP
SO-201362,SO-201362-07,OF-1054,22,box,EA,2025-03-03,2025-03-03,21:12:30,2025-03-04,10:05:08,C-19146,CEP
SO-201362,SO-201362-08,SP-1084,47,box,EA,2025-03-03,2025-03-03,21:12:30,2025-03-04,10:05:08,C-19146,CEP
SO-201362,SO-201362-09,CA-1104,20,piece,EA,2025-03-03,2025-03-03,21:12:30,2025-03-04,10:05:08,C-19146,CEP
SO-201363,SO-201363-01,BM-1141,4,piece,EA,2025-03-03,2025-03-03,19:25:25,2025-03-04,16:47:14,C-15273,Express
SO-201363,SO-201363-02,TG-1112,3,piece,EA,2025-03-03,2025-03-03,19:25:25,2025-03-04,16:47:14,C-15273,Express
SO-201363,SO-201363-03,EL-1010,2,piece,EA,2025-03-03,2025-03-03,19:25:25,2025-03-04,16:47:14,C-15273,Express
SO-201363,SO-201363-04,AU-1135,5,piece,EA,2025-03-03,2025-03-03,19:25:25,2025-03-04,16:47:14,C-15273,Express
SO-201363,SO-201363-05,AU-1128,20,piece,PK,2025-03-03,2025-03-03,19:25:25,2025-03-04,16:47:14,C-15273,Express
SO-201363,SO-201363-06,HK-1032,3,piece,EA,2025-03-03,2025-03-03,19:25:25,2025-03-04,16:47:14,C-15273,Express
SO-201363,SO-201363-07,EL-1011,1,piece,EA,2025-03-03,2025-03-03,19:25:25,2025-03-04,16:47:14,C-15273,Express
SO-201363,SO-201363-08,EL-1008,3,piece,PK,2025-03-03,2025-03-03,19:25:25,2025-03-04,16:47:14,C-15273,Express
SO-201364,SO-201364-01,SP-1088,24,box,EA,2025-03-03,2025-03-03,11:49:25,2025-03-04,11:55:56,C-18203,Express
SO-201364,SO-201364-02,SP-1078,21,piece,EA,2025-03-03,2025-03-03,11:49:25,2025-03-04,11:55:56,C-18203,Express
SO-201365,SO-201365-01,EL-1003,35,box,EA,2025-03-03,2025-03-04,11:25:35,2025-03-04,19:46:14,C-13353,CEP
SO-201365,SO-201365-02,HK-1036,3,piece,SET,2025-03-03,2025-03-04,11:25:35,2025-03-04,19:46:14,C-13353,CEP
SO-201366,SO-201366-01,SP-1088,45,box,EA,2025-03-03,2025-03-03,17:57:22,2025-03-04,18:57:25,C-11714,CEP
SO-201366,SO-201366-02,EL-1010,2,piece,EA,2025-03-03,2025-03-03,17:57:22,2025-03-04,18:57:25,C-11714,CEP
SO-201366,SO-201366-03,SP-1084,2,piece,EA,2025-03-03,2025-03-03,17:57:22,2025-03-04,18:57:25,C-11714,CEP
SO-201367,SO-201367-01,SP-1088,5,piece,EA,2025-03-03,2025-03-03,17:14:44,2025-03-03,14:22:08,C-10598,CEP
SO-201368,SO-201368-01,OF-1044,2,piece,SET,2025-03-03,2025-03-03,17:14:37,2025-03-03,10:27:29,C-14879,CEP
SO-201369,SO-201369-01,EL-1020,4,piece,EA,2025-03-03,2025-03-03,08:52:59,2025-03-04,13:54:47,C-19590,Freight
SO-201370,SO-201370-01,HK-1036,1,piece,SET,2025-03-03,2025-03-03,21:03:35,2025-03-03,18:09:14,C-16929,CEP
SO-201370,SO-201370-02,HK-1024,1,piece,SET,2025-03-03,2025-03-03,21:03:35,2025-03-03,18:09:14,C-16929,CEP
SO-201370,SO-201370-03,HK-1028,5,piece,PK,2025-03-03,2025-03-03,21:03:35,2025-03-03,18:09:14,C-16929,CEP
SO-201370,SO-201370-04,EL-1020,1,piece,EA,2025-03-03,2025-03-03,21:03:35,2025-03-03,18:09:14,C-16929,CEP
SO-201370,SO-201370-05,SP-1082,1,piece,EA,2025-03-03,2025-03-03,21:03:35,2025-03-03,18:09:14,C-16929,CEP
SO-201371,SO-201371-01,HK-1027,5,piece,SET,2025-03-03,2025-03-03,16:52:33,2025-03-04,12:20:52,C-12665,CEP
SO-201372,SO-201372-01,SP-1088,1,piece,EA,2025-03-03,2025-03-03,18:08:56,2025-03-04,12:05:26,C-16173,Freight
SO-201372,SO-201372-02,BM-1141,1,piece,EA,2025-03-03,2025-03-03,18:08:56,2025-03-04,12:05:26,C-16173,Freight
SO-201373,SO-201373-01,EL-1010,5,piece,EA,2025-03-03,2025-03-03,07:32:19,2025-03-03,14:42:14,C-13657,Freight
SO-201373,SO-201373-02,AU-1131,4,piece,EA,2025-03-03,2025-03-03,07:32:19,2025-03-03,14:42:14,C-13657,Freight
SO-201374,SO-201374-01,HK-1032,1,piece,EA,2025-03-03,2025-03-03,08:53:59,2025-03-04,08:13:43,C-17219,CEP
SO-201374,SO-201374-02,CA-1098,4,piece,EA,2025-03-03,2025-03-03,08:53:59,2025-03-04,08:13:43,C-17219,CEP
SO-201374,SO-201374-03,CA-1094,5,piece,EA,2025-03-03,2025-03-03,08:53:59,2025-03-04,08:13:43,C-17219,CEP
SO-201374,SO-201374-04,SP-1076,5,piece,EA,2025-03-03,2025-03-03,08:53:59,2025-03-04,08:13:43,C-17219,CEP
SO-201374,SO-201374-05,EL-1010,4,piece,EA,2025-03-03,2025-03-03,08:53:59,2025-03-04,08:13:43,C-17219,CEP
SO-201374,SO-201374-06,HK-1028,19,piece,PK,2025-03-03,2025-03-03,08:53:59,2025-03-04,08:13:43,C-17219,CEP
SO-201374,SO-201374-07,CA-1095,5,piece,EA,2025-03-03,2025-03-03,08:53:59,2025-03-04,08:13:43,C-17219,CEP
SO-201374,SO-201374-08,OF-1050,2,piece,EA,2025-03-03,2025-03-03,08:53:59,2025-03-04,08:13:43,C-17219,CEP
SO-201374,SO-201374-09,SP-1088,27,piece,EA,2025-03-03,2025-03-03,08:53:59,2025-03-04,08:13:43,C-17219,CEP
SO-201375,SO-201375-01,EL-1010,1,piece,EA,2025-03-03,2025-03-03,10:50:21,2025-03-04,13:31:10,C-10239,CEP
SO-201375,SO-201375-02,AU-1135,4,piece,EA,2025-03-03,2025-03-03,10:50:21,2025-03-04,13:31:10,C-10239,CEP
SO-201376,SO-201376-01,SP-1079,3,piece,EA,2025-03-03,2025-03-03,08:22:44,2025-03-04,07:05:00,C-16141,Express
SO-201376,SO-201376-02,SP-1088,2,piece,EA,2025-03-03,2025-03-03,08:22:44,2025-03-04,07:05:00,C-16141,Express
SO-201377,SO-201377-01,AU-1135,3,piece,EA,2025-03-03,2025-03-04,19:53:17,2025-03-04,11:54:24,C-11422,Freight
SO-201377,SO-201377-02,EL-1011,4,piece,EA,2025-03-03,2025-03-04,19:53:17,2025-03-04,11:54:24,C-11422,Freight
SO-201378,SO-201378-01,EL-1011,1,piece,EA,2025-03-03,2025-03-04,17:56:30,2025-03-04,07:48:30,C-16277,Freight
SO-201378,SO-201378-02,HK-1039,4,piece,SET,2025-03-03,2025-03-04,17:56:30,2025-03-04,07:48:30,C-16277,Freight
SO-201379,SO-201379-01,CA-1094,2,piece,EA,2025-03-03,2025-03-04,15:55:39,2025-03-05,07:04:29,C-18988,Express
SO-201379,SO-201379-02,SP-1086,43,box,SET,2025-03-03,2025-03-04,15:55:39,2025-03-05,07:04:29,C-18988,Express
SO-201379,SO-201379-03,SP-1089,2,piece,EA,2025-03-03,2025-03-04,15:55:39,2025-03-05,07:04:29,C-18988,Express
SO-201379,SO-201379-04,HK-1036,23,piece,SET,2025-03-03,2025-03-04,15:55:39,2025-03-05,07:04:29,C-18988,Express
SO-201379,SO-201379-05,HK-1039,30,box,SET,2025-03-03,2025-03-04,15:55:39,2025-03-05,07:04:29,C-18988,Express
SO-201379,SO-201379-06,AU-1128,3,piece,PK,2025-03-03,2025-03-04,15:55:39,2025-03-05,07:04:29,C-18988,Express
SO-201379,SO-201379-07,EL-1005,4,piece,EA,2025-03-03,2025-03-04,15:55:39,2025-03-05,07:04:29,C-18988,Express
SO-201379,SO-201379-08,HK-1024,1,piece,SET,2025-03-03,2025-03-04,15:55:39,2025-03-05,07:04:29,C-18988,Express
SO-201379,SO-201379-09,HB-1067,3,piece,EA,2025-03-03,2025-03-04,15:55:39,2025-03-05,07:04:29,C-18988,Express
SO-201379,SO-201379-10,EL-1010,5,piece,EA,2025-03-03,2025-03-04,15:55:39,2025-03-05,07:04:29,C-18988,Express
SO-201380,SO-201380-01,EL-1008,4,piece,PK,2025-03-03,2025-03-03,13:52:44,2025-03-03,18:22:49,C-15941,Express
SO-201381,SO-201381-01,OF-1050,1,piece,EA,2025-03-03,2025-03-03,20:34:18,2025-03-04,14:37:47,C-19131,CEP
SO-201381,SO-201381-02,CA-1094,5,piece,EA,2025-03-03,2025-03-03,20:34:18,2025-03-04,14:37:47,C-19131,CEP
SO-201382,SO-201382-01,CA-1104,1,piece,EA,2025-03-03,2025-03-03,10:53:45,2025-03-03,07:36:17,C-10617,Freight
SO-201382,SO-201382-02,HK-1039,5,piece,SET,2025-03-03,2025-03-03,10:53:45,2025-03-03,07:36:17,C-10617,Freight
SO-201382,SO-201382-03,HB-1071,3,piece,PK,2025-03-03,2025-03-03,10:53:45,2025-03-03,07:36:17,C-10617,Freight
SO-201382,SO-201382-04,OF-1060,1,piece,PK,2025-03-03,2025-03-03,10:53:45,2025-03-03,07:36:17,C-10617,Freight
SO-201383,SO-201383-01,SP-1088,20,box,EA,2025-03-03,2025-03-04,21:07:45,2025-03-04,15:20:15,C-15444,Freight
SO-201383,SO-201383-02,SP-1084,2,piece,EA,2025-03-03,2025-03-04,21:07:45,2025-03-04,15:20:15,C-15444,Freight
SO-201383,SO-201383-03,AU-1128,4,piece,PK,2025-03-03,2025-03-04,21:07:45,2025-03-04,15:20:15,C-15444,Freight
SO-201384,SO-201384-01,PS-1117,2,piece,PK,2025-03-03,2025-03-03,13:02:53,2025-03-03,10:16:00,C-12514,Freight
SO-201385,SO-201385-01,PS-1120,20,box,EA,2025-03-03,2025-03-04,08:10:24,2025-03-04,20:11:47,C-12306,Freight
SO-201385,SO-201385-02,CA-1098,4,piece,EA,2025-03-03,2025-03-04,08:10:24,2025-03-04,20:11:47,C-12306,Freight
SO-201386,SO-201386-01,HK-1022,34,box,EA,2025-03-03,2025-03-03,20:06:38,2025-03-04,13:07:40,C-17606,Freight
SO-201386,SO-201386-02,EL-1008,3,piece,PK,2025-03-03,2025-03-03,20:06:38,2025-03-04,13:07:40,C-17606,Freight
SO-201387,SO-201387-01,EL-1010,1,piece,EA,2025-03-03,2025-03-03,09:31:22,2025-03-03,10:10:30,C-11713,Express
SO-201387,SO-201387-02,EL-1020,13,box,EA,2025-03-03,2025-03-03,09:31:22,2025-03-03,10:10:30,C-11713,Express
SO-201387,SO-201387-03,CA-1095,18,piece,EA,2025-03-03,2025-03-03,09:31:22,2025-03-03,10:10:30,C-11713,Express
SO-201387,SO-201387-04,AU-1131,2,piece,EA,2025-03-03,2025-03-03,09:31:22,2025-03-03,10:10:30,C-11713,Express
SO-201387,SO-201387-05,SP-1089,5,piece,EA,2025-03-03,2025-03-03,09:31:22,2025-03-03,10:10:30,C-11713,Express
SO-201387,SO-201387-06,OF-1044,3,piece,SET,2025-03-03,2025-03-03,09:31:22,2025-03-03,10:10:30,C-11713,Express
SO-201387,SO-201387-07,CA-1094,3,piece,EA,2025-03-03,2025-03-03,09:31:22,2025-03-03,10:10:30,C-11713,Express
SO-201388,SO-201388-01,OF-1050,3,piece,EA,2025-03-03,2025-03-04,11:18:51,2025-03-05,06:32:56,C-12288,CEP
SO-201388,SO-201388-02,CA-1098,1,piece,EA,2025-03-03,2025-03-04,11:18:51,2025-03-05,06:32:56,C-12288,CEP
SO-201388,SO-201388-03,HK-1028,22,piece,PK,2025-03-03,2025-03-04,11:18:51,2025-03-05,06:32:56,C-12288,CEP
SO-201389,SO-201389-01,EL-1013,36,piece,EA,2025-03-04,2025-03-04,06:34:59,2025-03-04,12:32:10,C-19662,CEP
SO-201389,SO-201389-02,SP-1088,4,piece,EA,2025-03-04,2025-03-04,06:34:59,2025-03-04,12:32:10,C-19662,CEP
SO-201390,SO-201390-01,CA-1104,3,piece,EA,2025-03-04,2025-03-04,21:05:32,2025-03-05,18:26:48,C-18251,Freight
SO-201391,SO-201391-01,SP-1089,5,piece,EA,2025-03-04,2025-03-04,13:04:13,2025-03-04,21:34:55,C-15493,Freight
SO-201391,SO-201391-02,TG-1115,3,piece,PK,2025-03-04,2025-03-04,13:04:13,2025-03-04,21:34:55,C-15493,Freight
SO-201391,SO-201391-03,HK-1024,4,piece,SET,2025-03-04,2025-03-04,13:04:13,2025-03-04,21:34:55,C-15493,Freight
SO-201391,SO-201391-04,TG-1106,5,piece,EA,2025-03-04,2025-03-04,13:04:13,2025-03-04,21:34:55,C-15493,Freight
SO-201391,SO-201391-05,AU-1128,4,piece,PK,2025-03-04,2025-03-04,13:04:13,2025-03-04,21:34:55,C-15493,Freight
SO-201391,SO-201391-06,HB-1075,23,piece,EA,2025-03-04,2025-03-04,13:04:13,2025-03-04,21:34:55,C-15493,Freight
SO-201391,SO-201391-07,HK-1031,2,piece,SET,2025-03-04,2025-03-04,13:04:13,2025-03-04,21:34:55,C-15493,Freight
SO-201391,SO-201391-08,EL-1008,4,piece,PK,2025-03-04,2025-03-04,13:04:13,2025-03-04,21:34:55,C-15493,Freight
SO-201391,SO-201391-09,SP-1078,3,piece,EA,2025-03-04,2025-03-04,13:04:13,2025-03-04,21:34:55,C-15493,Freight
SO-201391,SO-201391-10,EL-1003,5,piece,EA,2025-03-04,2025-03-04,13:04:13,2025-03-04,21:34:55,C-15493,Freight
SO-201391,SO-201391-11,SP-1082,2,piece,EA,2025-03-04,2025-03-04,13:04:13,2025-03-04,21:34:55,C-15493,Freight
SO-201391,SO-201391-12,PS-1117,2,piece,PK,2025-03-04,2025-03-04,13:04:13,2025-03-04,21:34:55,C-15493,Freight
SO-201391,SO-201391-13,HK-1039,2,piece,SET,2025-03-04,2025-03-04,13:04:13,2025-03-04,21:34:55,C-15493,Freight
SO-201391,SO-201391-14,HK-1027,5,piece,SET,2025-03-04,2025-03-04,13:04:13,2025-03-04,21:34:55,C-15493,Freight
SO-201391,SO-201391-15,TG-1112,1,piece,EA,2025-03-04,2025-03-04,13:04:13,2025-03-04,21:34:55,C-15493,Freight
SO-201392,SO-201392-01,AU-1130,3,piece,SET,2025-03-04,2025-03-05,07:39:59,2025-03-06,09:21:26,C-18487,CEP
SO-201392,SO-201392-02,EL-1003,4,piece,EA,2025-03-04,2025-03-05,07:39:59,2025-03-06,09:21:26,C-18487,CEP
SO-201392,SO-201392-03,AU-1135,3,piece,EA,2025-03-04,2025-03-05,07:39:59,2025-03-06,09:21:26,C-18487,CEP
SO-201393,SO-201393-01,SP-1084,4,piece,EA,2025-03-04,2025-03-04,08:37:01,2025-03-04,11:25:13,C-14010,CEP
SO-201393,SO-201393-02,EL-1008,3,piece,PK,2025-03-04,2025-03-04,08:37:01,2025-03-04,11:25:13,C-14010,CEP
SO-201394,SO-201394-01,EL-1011,3,piece,EA,2025-03-04,2025-03-05,11:26:17,2025-03-06,21:19:44,C-13904,CEP
SO-201394,SO-201394-02,HK-1037,1,piece,EA,2025-03-04,2025-03-05,11:26:17,2025-03-06,21:19:44,C-13904,CEP
SO-201394,SO-201394-03,CA-1099,47,piece,SET,2025-03-04,2025-03-05,11:26:17,2025-03-06,21:19:44,C-13904,CEP
SO-201394,SO-201394-04,HK-1039,5,piece,SET,2025-03-04,2025-03-05,11:26:17,2025-03-06,21:19:44,C-13904,CEP
SO-201394,SO-201394-05,TG-1112,18,piece,EA,2025-03-04,2025-03-05,11:26:17,2025-03-06,21:19:44,C-13904,CEP
SO-201395,SO-201395-01,HK-1028,5,piece,PK,2025-03-04,2025-03-04,21:17:48,2025-03-04,07:06:19,C-12600,CEP
SO-201395,SO-201395-02,OF-1042,2,piece,EA,2025-03-04,2025-03-04,21:17:48,2025-03-04,07:06:19,C-12600,CEP
SO-201395,SO-201395-03,SP-1086,5,piece,SET,2025-03-04,2025-03-04,21:17:48,2025-03-04,07:06:19,C-12600,CEP
SO-201395,SO-201395-04,SP-1084,5,piece,EA,2025-03-04,2025-03-04,21:17:48,2025-03-04,07:06:19,C-12600,CEP
SO-201396,SO-201396-01,HK-1024,3,piece,SET,2025-03-04,2025-03-04,06:00:46,2025-03-04,17:06:55,C-19881,Freight
SO-201396,SO-201396-02,HB-1073,4,piece,EA,2025-03-04,2025-03-04,06:00:46,2025-03-04,17:06:55,C-19881,Freight
SO-201396,SO-201396-03,PS-1117,4,piece,PK,2025-03-04,2025-03-04,06:00:46,2025-03-04,17:06:55,C-19881,Freight
SO-201397,SO-201397-01,SP-1084,5,piece,EA,2025-03-04,2025-03-04,10:23:32,2025-03-04,15:49:52,C-11992,Freight
SO-201397,SO-201397-02,HK-1028,3,piece,PK,2025-03-04,2025-03-04,10:23:32,2025-03-04,15:49:52,C-11992,Freight
SO-201398,SO-201398-01,HK-1038,2,piece,PK,2025-03-04,2025-03-04,10:31:36,2025-03-04,11:53:44,C-15187,CEP
SO-201398,SO-201398-02,EL-1020,12,box,EA,2025-03-04,2025-03-04,10:31:36,2025-03-04,11:53:44,C-15187,CEP
SO-201399,SO-201399-01,SP-1088,5,piece,EA,2025-03-04,2025-03-04,18:38:17,2025-03-04,15:20:02,C-19200,CEP
SO-201400,SO-201400-01,SP-1089,1,piece,EA,2025-03-04,2025-03-05,21:18:52,2025-03-06,08:56:30,C-19607,Freight
SO-201400,SO-201400-02,CA-1095,22,box,EA,2025-03-04,2025-03-05,21:18:52,2025-03-06,08:56:30,C-19607,Freight
SO-201400,SO-201400-03,SP-1088,4,piece,EA,2025-03-04,2025-03-05,21:18:52,2025-03-06,08:56:30,C-19607,Freight
SO-201400,SO-201400-04,TG-1112,5,piece,EA,2025-03-04,2025-03-05,21:18:52,2025-03-06,08:56:30,C-19607,Freight
SO-201400,SO-201400-05,AU-1128,4,piece,PK,2025-03-04,2025-03-05,21:18:52,2025-03-06,08:56:30,C-19607,Freight
SO-201400,SO-201400-06,HK-1039,4,piece,SET,2025-03-04,2025-03-05,21:18:52,2025-03-06,08:56:30,C-19607,Freight
SO-201400,SO-201400-07,HK-1032,4,piece,EA,2025-03-04,2025-03-05,21:18:52,2025-03-06,08:56:30,C-19607,Freight
SO-201400,SO-201400-08,AU-1131,3,piece,EA,2025-03-04,2025-03-05,21:18:52,2025-03-06,08:56:30,C-19607,Freight
SO-201400,SO-201400-09,HK-1024,10,piece,SET,2025-03-04,2025-03-05,21:18:52,2025-03-06,08:56:30,C-19607,Freight
SO-201400,SO-201400-10,OF-1050,5,piece,EA,2025-03-04,2025-03-05,21:18:52,2025-03-06,08:56:30,C-19607,Freight
SO-201401,SO-201401-01,OF-1050,4,piece,EA,2025-03-04,2025-03-05,10:11:33,2025-03-05,09:31:40,C-12546,CEP
SO-201401,SO-201401-02,CA-1104,3,piece,EA,2025-03-04,2025-03-05,10:11:33,2025-03-05,09:31:40,C-12546,CEP
SO-201402,SO-201402-01,SP-1089,1,piece,EA,2025-03-04,2025-03-05,10:25:06,2025-03-05,11:43:16,C-13774,CEP
SO-201402,SO-201402-02,EL-1003,4,piece,EA,2025-03-04,2025-03-05,10:25:06,2025-03-05,11:43:16,C-13774,CEP
