Movement ID,Customer,Origin City,Origin State,Dest City,Dest State,Ship Date,Del Date,Equipment,Weight,Miles,Customer Charge,Carrier Pay,Fuel Surcharge,Margin,Margin %,Status,Commodity,Carrier Name,Carrier MC,Temperature
CW-70291,PepsiCo,Lansing,MI,Trenton,NJ,2025-06-27,2025-06-28,Dry Van,39242,610,1450,1292,175,158,10.9,dispatched,Beverages,Hoosier Express LLC,MC-316302,
CW-70292,PepsiCo,Ocala,FL,Philadelphia,PA,2025-07-19,2025-07-22,Reefer,32370,1003,3150,2591,404,559,17.7,delivered,Snack Foods,Seminole Express,MC-298447,34F
CW-70293,PepsiCo,Atlanta,GA,Lansing,MI,2025-09-17,2025-09-19,Reefer,37964,742,2200,1867,224,333,15.1,in_transit,Sports Drinks,Redline Freight Corp,MC-284163,34F
CW-70294,PepsiCo,Columbus,GA,Birmingham,AL,2025-10-02,2025-10-03,Flatbed,21659,202,680,439,72,241,35.4,delivered,Sports Drinks,Northstar Logistics,MC-305589,
CW-70295,PepsiCo,Cleveland,OH,Cherry Hill,NJ,2025-10-11,2025-10-12,Dry Van,27423,524,1257,1020,142,237,18.9,delivered,Snack Foods,Badger Freight Inc,MC-312731,
CW-70296,PepsiCo,Macon,GA,Fayetteville,NC,2026-01-27,2026-01-29,Reefer,39060,354,983,847,125,136,13.8,delivered,Sports Drinks,Pacific Coast Logistics,MC-241311,34F
CW-70297,PepsiCo,Augusta,GA,Fayetteville,NC,2025-05-14,2025-05-15,Reefer,36836,384,944,807,80,137,14.5,delivered,Sports Drinks,Cardinal Logistics LLC,MC-280592,34F
CW-70298,PepsiCo,Dalton,GA,Mobile,AL,2025-07-26,2025-07-27,Reefer,40485,261,791,761,83,30,3.8,delivered,Beverages,Northstar Logistics,MC-305589,34F
CW-70299,PepsiCo,Miami,FL,Camden,NJ,2025-10-02,2025-10-05,Reefer,34315,1061,3429,2794,404,635,18.5,delivered,Snack Foods,Sunbelt Carriers LLC,MC-234169,34F
CW-70300,PepsiCo,Tallahassee,FL,Edison,NJ,2025-05-27,2025-05-29,Reefer,31101,1093,2854,2651,249,203,7.1,delivered,Snack Foods,Sunbelt Carriers LLC,MC-234169,34F
CW-70301,PepsiCo,Fayetteville,NC,Knoxville,TN,2025-08-24,2025-08-25,Reefer,37154,321,841,690,114,151,18.0,in_transit,Sports Drinks,Tri-State Hauling Inc,MC-291305,34F
CW-70302,PepsiCo,Virginia Beach,VA,Nashville,TN,2025-12-06,2025-12-08,Reefer,38138,433,1359,1118,145,241,17.7,delivered,Beverages,Seminole Express,MC-298447,34F
CW-70303,PepsiCo,Fort Myers,FL,Peoria,IL,2025-07-15,2025-07-18,Reefer,39446,1082,3610,3141,431,469,13.0,delivered,Snack Foods,Mountain West Transport,MC-237740,34F
CW-70304,PepsiCo,Lansing,MI,Dayton,OH,2025-09-05,2025-09-07,Reefer,33489,224,680,515,54,165,24.3,in_transit,Beverages,Wolverine Freight Inc,MC-302018,34F
CW-70305,PepsiCo,Tallahassee,FL,Fayetteville,NC,2025-09-13,2025-09-14,Reefer,43653,649,1792,1474,175,318,17.7,covered,Snack Foods,Lone Star Freight,MC-266308,34F
CW-70306,PepsiCo,Richmond,VA,Durham,NC,2025-09-07,2025-09-09,Reefer,33315,205,680,488,57,192,28.2,delivered,Beverages,Great Lakes Express,MC-262737,34F
CW-70307,PepsiCo,Battle Creek,MI,Daytona Beach,FL,2026-01-01,2026-01-04,Reefer,33253,1063,3510,2934,362,576,16.4,delivered,Beverages,Tri-State Hauling Inc,MC-291305,34F
CW-70308,PepsiCo,Macon,GA,Tampa,FL,2025-12-05,2025-12-06,Reefer,33476,317,962,789,91,173,18.0,delivered,Snack Foods,Great Lakes Express,MC-262737,34F
CW-70309,PepsiCo,Augusta,GA,Toledo,OH,2026-03-21,2026-03-22,Flatbed,32560,639,1628,1539,224,89,5.5,delivered,Snack Foods,Evergreen Transport LLC,MC-255595,
CW-70310,PepsiCo,Daytona Beach,FL,Chicago,IL,2025-07-16,2025-07-18,Dry Van,26605,1093,2588,2123,347,465,18.0,delivered,Sports Drinks,Shenandoah Freight,MC-323444,
CW-70311,PepsiCo,Ocala,FL,Memphis,TN,2025-11-03,2025-11-05,Reefer,43885,720,2070,1804,286,266,12.9,delivered,Sports Drinks,Volunteer Express Inc,MC-244882,34F
CW-70312,PepsiCo,Scranton,PA,Lynchburg,VA,2025-08-29,2025-08-30,Dry Van,34772,312,728,610,90,118,16.2,delivered,Sports Drinks,Badger Freight Inc,MC-312731,
CW-70313,PepsiCo,Miami,FL,Richmond,VA,2025-09-18,2025-09-20,Reefer,31422,902,2682,2304,234,378,14.1,delivered,Snack Foods,Tri-State Hauling Inc,MC-291305,-10F
CW-70314,PepsiCo,Roanoke,VA,Knoxville,TN,2025-06-21,2025-06-23,Reefer,41269,453,1286,1114,153,172,13.4,delivered,Beverages,Patriot Trucking Corp,MC-230598,34F
CW-70315,PepsiCo,Norfolk,VA,Greenville,SC,2026-02-15,2026-02-16,Reefer,39615,327,937,843,118,94,10.0,delivered,Beverages,Heartland Trucking Co,MC-277021,34F
CW-70316,PepsiCo,Jacksonville,FL,Greenville,SC,2025-10-11,2025-10-13,Reefer,40639,464,1397,1178,178,219,15.7,delivered,Sports Drinks,Great Lakes Express,MC-262737,34F
CW-70317,PepsiCo,Atlanta,GA,Camden,NJ,2025-07-31,2025-08-02,Reefer,35053,865,2632,2173,245,459,17.4,delivered,Snack Foods,Wolverine Freight Inc,MC-302018,34F
CW-70318,PepsiCo,Joliet,IL,Toledo,OH,2025-11-11,2025-11-12,Dry Van,39020,427,1186,992,137,194,16.4,delivered,Snack Foods,Cardinal Logistics LLC,MC-280592,
CW-70319,PepsiCo,Greensboro,NC,Chattanooga,TN,2025-04-02,2025-04-03,Dry Van,39128,360,799,677,88,122,15.3,cancelled,Sports Drinks,Tri-State Hauling Inc,MC-291305,
CW-70320,PepsiCo,Columbus,GA,Reading,PA,2026-01-11,2026-01-13,Reefer,36355,727,2307,1988,284,319,13.8,delivered,Sports Drinks,Lone Star Freight,MC-266308,34F
CW-70321,PepsiCo,Daytona Beach,FL,Greensboro,NC,2025-11-23,2025-11-26,Reefer,37871,726,2335,2003,195,332,14.2,delivered,Sports Drinks,Keystone Carriers Inc,MC-252024,34F
CW-70322,PepsiCo,Albany,GA,Columbus,OH,2025-11-04,2025-11-06,Dry Van,25836,619,1414,1182,133,232,16.4,in_transit,Beverages,Volunteer Express Inc,MC-244882,
CW-70323,PepsiCo,Flint,MI,Scranton,PA,2025-05-24,2025-05-25,Dry Van,27249,487,1102,908,118,194,17.6,delivered,Sports Drinks,Patriot Trucking Corp,MC-230598,
CW-70324,PepsiCo,Joliet,IL,Detroit,MI,2025-08-19,2025-08-21,Reefer,42062,370,1090,923,99,167,15.3,delivered,Snack Foods,Volunteer Express Inc,MC-244882,-10F
CW-70325,PepsiCo,Tampa,FL,Fort Wayne,IN,2025-04-23,2025-04-25,Reefer,31116,971,3006,2654,330,352,11.7,dispatched,Sports Drinks,Great Lakes Express,MC-262737,34F
CW-70326,PepsiCo,Lansing,MI,Greensboro,NC,2025-07-07,2025-07-08,Reefer,30310,608,1657,1400,153,257,15.5,delivered,Beverages,Blue Ridge Transport,MC-269879,34F
CW-70327,PepsiCo,Daytona Beach,FL,Toledo,OH,2025-11-03,2025-11-05,Dry Van,36033,880,1916,1624,222,292,15.2,delivered,Beverages,Wolverine Freight Inc,MC-302018,
CW-70328,PepsiCo,Tampa,FL,Springfield,IL,2026-01-12,2026-01-14,Reefer,35232,1001,2918,2554,302,364,12.5,delivered,Sports Drinks,Buckeye Freight Systems,MC-248453,34F
CW-70329,PepsiCo,Scranton,PA,Lynchburg,VA,2025-07-12,2025-07-13,Reefer,43946,295,963,794,94,169,17.5,delivered,Sports Drinks,Wolverine Freight Inc,MC-302018,-10F
CW-70330,PepsiCo,Tampa,FL,Chicago,IL,2025-06-12,2025-06-15,Reefer,38954,1080,2959,2425,242,534,18.0,delivered,Snack Foods,Buckeye Freight Systems,MC-248453,34F
CW-70331,PepsiCo,Valdosta,GA,Harrisburg,PA,2025-07-11,2025-07-13,Reefer,38897,720,2298,1983,254,315,13.7,in_transit,Snack Foods,Heartland Trucking Co,MC-277021,34F
CW-70332,PepsiCo,Ocala,FL,Chicago,IL,2025-06-08,2025-06-11,Reefer,38178,1052,2663,2207,366,456,17.1,delivered,Beverages,Carolina Freight Corp,MC-273450,34F
CW-70333,PepsiCo,Valdosta,GA,Harrisonburg,VA,2025-08-08,2025-08-09,Reefer,43639,463,1423,1214,145,209,14.7,delivered,Beverages,Swift Transport LLC,MC-223456,34F
CW-70334,PepsiCo,Daytona Beach,FL,Harrisonburg,VA,2025-08-14,2025-08-17,Reefer,41433,821,2074,1688,193,386,18.6,delivered,Sports Drinks,Heartland Trucking Co,MC-277021,34F
CW-70335,PepsiCo,Harrisburg,PA,Rockford,IL,2025-05-31,2025-06-02,Reefer,35485,604,1889,1619,245,270,14.3,open,Beverages,Eagle Freight Inc,MC-227027,34F
CW-70336,PepsiCo,Battle Creek,MI,Valdosta,GA,2026-02-21,2026-02-24,Flatbed,39120,731,1945,1614,187,331,17.0,delivered,Beverages,Cardinal Logistics LLC,MC-280592,
CW-70337,PepsiCo,Tallahassee,FL,Saginaw,MI,2025-03-26,2025-03-30,Dry Van,39385,1172,2679,2301,356,378,14.1,delivered,Snack Foods,Hoosier Express LLC,MC-316302,
CW-70338,PepsiCo,Fort Myers,FL,Edison,NJ,2025-05-09,2025-05-12,Reefer,42737,1053,3141,2719,403,422,13.4,delivered,Beverages,Carolina Freight Corp,MC-273450,34F
CW-70339,PepsiCo,Atlanta,GA,Philadelphia,PA,2025-11-06,2025-11-09,Reefer,37978,710,2242,1834,191,408,18.2,covered,Beverages,Sunbelt Carriers LLC,MC-234169,34F
CW-70340,PepsiCo,Savannah,GA,Columbus,OH,2025-05-12,2025-05-13,Dry Van,32782,634,1399,1325,168,74,5.3,delivered,Sports Drinks,Mountain West Transport,MC-237740,
CW-70341,PepsiCo,Tampa,FL,Greenville,SC,2025-11-26,2025-11-27,Dry Van,40944,515,1258,1034,176,224,17.8,delivered,Snack Foods,Buckeye Freight Systems,MC-248453,
CW-70342,PepsiCo,Atlanta,GA,Cincinnati,OH,2025-08-04,2025-08-06,Reefer,38252,671,2073,1707,234,366,17.7,delivered,Beverages,Pacific Coast Logistics,MC-241311,34F
CW-70343,PepsiCo,Macon,GA,Columbus,OH,2025-06-05,2025-06-06,Reefer,43620,655,1660,1441,167,219,13.2,delivered,Snack Foods,Coastal Freight Lines,MC-327015,34F
CW-70344,PepsiCo,Lakeland,FL,Elizabeth,NJ,2025-04-19,2025-04-22,Reefer,34930,1067,2750,2251,223,499,18.1,delivered,Sports Drinks,Gulf Coast Carriers,MC-259166,-10F
CW-70345,PepsiCo,Lakeland,FL,Indianapolis,IN,2025-04-03,2025-04-06,Reefer,43249,1008,2477,2104,344,373,15.1,delivered,Beverages,Swift Transport LLC,MC-223456,34F
CW-70346,PepsiCo,Daytona Beach,FL,Cleveland,OH,2026-03-08,2026-03-10,Reefer,37245,917,3042,2911,371,131,4.3,open,Beverages,Pacific Coast Logistics,MC-241311,34F
CW-70347,PepsiCo,Lakeland,FL,Columbus,OH,2025-05-16,2025-05-19,Reefer,34487,902,2733,2302,259,431,15.8,delivered,Snack Foods,Empire State Trucking,MC-287734,34F
CW-70348,PepsiCo,Tampa,FL,Evansville,IN,2025-08-20,2025-08-22,Reefer,32048,1030,2903,2411,400,492,16.9,delivered,Snack Foods,Volunteer Express Inc,MC-244882,34F
CW-70349,PepsiCo,Ocala,FL,Columbus,OH,2025-11-01,2025-11-03,Flatbed,41591,956,2741,2376,285,365,13.3,delivered,Sports Drinks,Gulf Coast Carriers,MC-259166,
CW-70350,PepsiCo,Harrisburg,PA,Tampa,FL,2025-09-21,2025-09-24,Reefer,33037,1079,3226,2625,344,601,18.6,delivered,Sports Drinks,Empire State Trucking,MC-287734,34F
CW-70351,PepsiCo,Atlanta,GA,Memphis,TN,2025-09-08,2025-09-09,Reefer,34429,292,911,763,84,148,16.2,delivered,Snack Foods,Pacific Coast Logistics,MC-241311,34F
CW-70352,PepsiCo,Ocala,FL,Reading,PA,2025-03-28,2025-03-30,Reefer,39537,1066,3385,2801,282,584,17.3,covered,Sports Drinks,Pinnacle Freight LLC,MC-319873,-10F
CW-70353,PepsiCo,Allentown,PA,Springfield,IL,2026-03-09,2026-03-11,Reefer,40103,590,1672,1442,170,230,13.8,delivered,Beverages,Tri-State Hauling Inc,MC-291305,34F
CW-70354,PepsiCo,Lynchburg,VA,Durham,NC,2025-04-20,2025-04-21,Dry Van,38391,233,680,567,86,113,16.6,delivered,Beverages,Badger Freight Inc,MC-312731,
CW-70355,PepsiCo,Pensacola,FL,Cleveland,OH,2026-01-16,2026-01-18,Dry Van,36004,934,2574,2101,289,473,18.4,delivered,Beverages,Redline Freight Corp,MC-284163,
CW-70356,PepsiCo,Roanoke,VA,Charlotte,NC,2025-04-26,2025-04-27,Reefer,34667,273,812,696,71,116,14.3,delivered,Beverages,Keystone Carriers Inc,MC-252024,34F
CW-70357,PepsiCo,Pittsburgh,PA,Detroit,MI,2026-01-16,2026-01-17,Reefer,37551,556,1703,1783,213,-80,-4.7,cancelled,Sports Drinks,Blue Ridge Transport,MC-269879,34F
CW-70358,PepsiCo,Albany,GA,Harrisonburg,VA,2025-06-07,2025-06-08,Reefer,34514,460,1300,1084,132,216,16.6,delivered,Sports Drinks,Blue Ridge Transport,MC-269879,34F
CW-70359,PepsiCo,Battle Creek,MI,Atlanta,GA,2026-02-01,2026-02-03,Reefer,39116,767,2086,1800,169,286,13.7,delivered,Snack Foods,Carolina Freight Corp,MC-273450,34F
CW-70360,PepsiCo,Lakeland,FL,Battle Creek,MI,2026-01-15,2026-01-17,Dry Van,29762,1051,2671,2277,374,394,14.8,delivered,Sports Drinks,Evergreen Transport LLC,MC-255595,
CW-70361,PepsiCo,Scranton,PA,Raleigh,NC,2025-04-18,2025-04-20,Reefer,33578,510,1371,1280,185,91,6.6,in_transit,Snack Foods,Sunbelt Carriers LLC,MC-234169,34F
CW-70362,PepsiCo,Valdosta,GA,Birmingham,AL,2025-12-23,2025-12-24,Reefer,36104,239,680,542,84,138,20.3,delivered,Beverages,Empire State Trucking,MC-287734,34F
CW-70363,PepsiCo,Albany,GA,Harrisonburg,VA,2025-07-06,2025-07-07,Reefer,42006,453,1336,1134,127,202,15.1,in_transit,Beverages,Seminole Express,MC-298447,34F
CW-70364,PepsiCo,Orlando,FL,Virginia Beach,VA,2025-06-22,2025-06-24,Reefer,36915,900,2531,2087,225,444,17.5,delivered,Sports Drinks,Great Lakes Express,MC-262737,34F
CW-70365,PepsiCo,Saginaw,MI,Toledo,OH,2025-09-04,2025-09-05,Reefer,32253,221,680,494,77,186,27.4,delivered,Beverages,Northstar Logistics,MC-305589,34F
CW-70366,PepsiCo,Nashville,TN,Harrisonburg,VA,2026-03-01,2026-03-03,Flatbed,22406,428,996,850,99,146,14.7,in_transit,Snack Foods,Mountain West Transport,MC-237740,
CW-70367,PepsiCo,Albany,GA,Harrisburg,PA,2025-09-07,2025-09-09,Dry Van,41068,819,2268,1912,296,356,15.7,delivered,Sports Drinks,Cardinal Logistics LLC,MC-280592,
CW-70368,PepsiCo,Miami,FL,Norfolk,VA,2025-06-26,2025-06-28,Reefer,35042,815,2420,2085,273,335,13.8,delivered,Snack Foods,Great Lakes Express,MC-262737,34F
CW-70369,PepsiCo,Dalton,GA,Charleston,SC,2025-05-28,2025-05-29,Reefer,34799,294,949,799,96,150,15.8,in_transit,Snack Foods,Keystone Carriers Inc,MC-252024,34F
CW-70370,PepsiCo,Daytona Beach,FL,Mobile,AL,2025-06-12,2025-06-13,Reefer,38707,434,1302,1166,108,136,10.4,delivered,Beverages,Lone Star Freight,MC-266308,34F
CW-70371,PepsiCo,Ocala,FL,Toledo,OH,2025-11-15,2025-11-18,Reefer,37161,864,2259,1858,254,401,17.8,delivered,Sports Drinks,Cardinal Logistics LLC,MC-280592,34F
CW-70372,PepsiCo,Tallahassee,FL,Newark,NJ,2026-01-11,2026-01-13,Reefer,43697,1090,3361,2913,318,448,13.3,delivered,Snack Foods,Wolverine Freight Inc,MC-302018,34F
CW-70373,PepsiCo,Lakeland,FL,Memphis,TN,2025-12-21,2025-12-24,Reefer,36700,724,2131,1885,283,246,11.5,in_transit,Snack Foods,Heartland Trucking Co,MC-277021,34F
CW-70374,PepsiCo,Akron,OH,Rockford,IL,2025-12-08,2025-12-09,Dry Van,26238,395,858,719,114,139,16.2,delivered,Snack Foods,Cardinal Logistics LLC,MC-280592,
CW-70375,PepsiCo,Augusta,GA,Jacksonville,FL,2025-12-24,2025-12-25,Reefer,33288,399,1148,992,127,156,13.6,cancelled,Snack Foods,Great Lakes Express,MC-262737,34F
CW-70376,PepsiCo,Kalamazoo,MI,Akron,OH,2025-07-30,2025-08-01,Dry Van,36928,225,680,453,57,227,33.4,delivered,Sports Drinks,Heartland Trucking Co,MC-277021,
CW-70377,PepsiCo,Saginaw,MI,Macon,GA,2025-12-06,2025-12-09,Dry Van,28891,706,1689,1380,157,309,18.3,delivered,Sports Drinks,Shenandoah Freight,MC-323444,
CW-70378,PepsiCo,Greensboro,NC,Fort Myers,FL,2025-10-08,2025-10-10,Reefer,38643,600,1800,1481,249,319,17.7,delivered,Beverages,Seminole Express,MC-298447,34F
CW-70379,PepsiCo,Pensacola,FL,Columbus,OH,2026-03-15,2026-03-17,Dry Van,27696,863,2008,1688,179,320,15.9,delivered,Sports Drinks,Volunteer Express Inc,MC-244882,
CW-70380,PepsiCo,Toledo,OH,Springfield,IL,2025-09-21,2025-09-22,Dry Van,27560,398,937,776,102,161,17.2,delivered,Snack Foods,Pacific Coast Logistics,MC-241311,
CW-70381,PepsiCo,Ocala,FL,Trenton,NJ,2025-10-09,2025-10-12,Reefer,37305,1054,3292,3149,412,143,4.3,delivered,Beverages,Mountain West Transport,MC-237740,34F
CW-70382,PepsiCo,Cherry Hill,NJ,Durham,NC,2025-04-22,2025-04-23,Reefer,43518,502,1713,1400,153,313,18.3,open,Sports Drinks,Carolina Freight Corp,MC-273450,34F
CW-70383,PepsiCo,Columbus,OH,South Bend,IN,2026-02-25,2026-02-27,Reefer,38606,184,680,434,47,246,36.2,dispatched,Snack Foods,Lone Star Freight,MC-266308,34F
CW-70384,PepsiCo,Jacksonville,FL,Valdosta,GA,2025-12-05,2025-12-07,Reefer,41564,359,1019,853,141,166,16.3,in_transit,Sports Drinks,Blue Ridge Transport,MC-269879,34F
CW-70385,PepsiCo,Raleigh,NC,Richmond,VA,2025-12-29,2025-12-30,Reefer,40887,196,680,452,71,228,33.5,delivered,Beverages,Mountain West Transport,MC-237740,34F
CW-70386,PepsiCo,Philadelphia,PA,Columbus,OH,2025-12-23,2025-12-24,Reefer,42635,284,875,710,97,165,18.9,delivered,Beverages,Volunteer Express Inc,MC-244882,34F
CW-70387,PepsiCo,Jacksonville,FL,Reading,PA,2025-12-12,2025-12-15,Reefer,42561,984,2411,2094,230,317,13.1,dispatched,Sports Drinks,Allegheny Freight Co,MC-309160,34F
CW-70388,PepsiCo,Tallahassee,FL,Pensacola,FL,2025-04-17,2025-04-18,Reefer,30539,285,860,713,69,147,17.1,delivered,Beverages,Pinnacle Freight LLC,MC-319873,34F
CW-70389,PepsiCo,Tallahassee,FL,Jacksonville,FL,2025-05-17,2025-05-19,Reefer,31849,188,680,411,63,269,39.6,in_transit,Sports Drinks,Northstar Logistics,MC-305589,34F
CW-70390,PepsiCo,Lakeland,FL,Chattanooga,TN,2025-06-20,2025-06-22,Reefer,31313,616,1997,1869,230,128,6.4,delivered,Beverages,Lone Star Freight,MC-266308,34F
CW-70391,PepsiCo,Rockford,IL,Dalton,GA,2025-05-06,2025-05-09,Reefer,41899,741,2248,1875,304,373,16.6,delivered,Sports Drinks,Coastal Freight Lines,MC-327015,34F
CW-70392,PepsiCo,Tampa,FL,Macon,GA,2025-04-24,2025-04-25,Reefer,35832,352,1117,949,152,168,15.0,delivered,Sports Drinks,Badger Freight Inc,MC-312731,34F
CW-70393,PepsiCo,Fort Wayne,IN,Reading,PA,2025-10-08,2025-10-09,Reefer,42217,554,1624,1391,216,233,14.3,delivered,Beverages,Blue Ridge Transport,MC-269879,34F
CW-70394,PepsiCo,Tampa,FL,Memphis,TN,2026-01-14,2026-01-15,Reefer,30668,642,1778,1520,161,258,14.5,open,Sports Drinks,Swift Transport LLC,MC-223456,34F
CW-70395,PepsiCo,Tampa,FL,Columbus,OH,2026-03-19,2026-03-22,Reefer,34023,885,2455,2046,225,409,16.7,delivered,Snack Foods,Patriot Trucking Corp,MC-230598,34F
CW-70396,PepsiCo,Harrisburg,PA,Dayton,OH,2025-11-25,2025-11-27,Dry Van,27741,301,680,534,79,146,21.5,delivered,Snack Foods,Evergreen Transport LLC,MC-255595,
CW-70397,PepsiCo,Daytona Beach,FL,Virginia Beach,VA,2025-11-12,2025-11-14,Reefer,31361,856,2407,1984,227,423,17.6,delivered,Beverages,Shenandoah Freight,MC-323444,34F
CW-70398,PepsiCo,Albany,GA,Montgomery,AL,2026-03-23,2026-03-24,Reefer,33087,232,680,580,73,100,14.7,delivered,Sports Drinks,Heartland Trucking Co,MC-277021,-10F
CW-70399,PepsiCo,Atlanta,GA,Columbia,SC,2025-05-28,2025-05-30,Reefer,37386,288,967,796,134,171,17.7,delivered,Beverages,Pinnacle Freight LLC,MC-319873,34F
CW-70400,PepsiCo,Macon,GA,Knoxville,TN,2025-08-15,2025-08-17,Reefer,33203,212,680,714,66,-34,-5.0,delivered,Sports Drinks,Heartland Trucking Co,MC-277021,-10F
CW-70401,PepsiCo,Battle Creek,MI,Durham,NC,2025-05-11,2025-05-13,Reefer,30762,701,2103,2148,281,-45,-2.1,delivered,Beverages,Evergreen Transport LLC,MC-255595,34F
CW-70402,PepsiCo,Lakeland,FL,Grand Rapids,MI,2025-12-30,2026-01-01,Reefer,40185,1092,3540,3050,463,490,13.8,delivered,Beverages,Hoosier Express LLC,MC-316302,34F
CW-70403,PepsiCo,Flint,MI,Akron,OH,2025-06-08,2025-06-10,Reefer,32588,273,757,617,75,140,18.5,open,Beverages,Badger Freight Inc,MC-312731,-10F
CW-70404,PepsiCo,Orlando,FL,Raleigh,NC,2025-05-09,2025-05-12,Reefer,36297,729,2145,2038,172,107,5.0,dispatched,Snack Foods,Cardinal Logistics LLC,MC-280592,34F
CW-70405,PepsiCo,Saginaw,MI,Cleveland,OH,2025-04-16,2025-04-18,Dry Van,38442,330,786,669,64,117,14.9,delivered,Beverages,Great Lakes Express,MC-262737,
CW-70406,PepsiCo,Savannah,GA,Columbia,SC,2025-10-24,2025-10-25,Dry Van,25246,228,680,416,65,264,38.8,delivered,Sports Drinks,Gulf Coast Carriers,MC-259166,
CW-70407,PepsiCo,Fort Myers,FL,Macon,GA,2026-01-20,2026-01-21,Reefer,40699,335,885,756,112,129,14.6,delivered,Beverages,Shenandoah Freight,MC-323444,34F
CW-70408,PepsiCo,Detroit,MI,Virginia Beach,VA,2025-07-11,2025-07-12,Reefer,43271,579,1461,1343,193,118,8.1,in_transit,Beverages,Keystone Carriers Inc,MC-252024,34F
CW-70409,PepsiCo,Chicago,IL,Augusta,GA,2025-11-21,2025-11-23,Dry Van,40443,764,1514,1305,195,209,13.8,covered,Beverages,Great Lakes Express,MC-262737,
CW-70410,PepsiCo,Allentown,PA,Virginia Beach,VA,2025-04-30,2025-05-02,Reefer,36885,270,839,888,114,-49,-5.8,delivered,Sports Drinks,Empire State Trucking,MC-287734,34F
CW-70411,PepsiCo,Tallahassee,FL,Springfield,IL,2025-06-23,2025-06-26,Reefer,31240,1036,3143,2887,388,256,8.1,cancelled,Snack Foods,Seminole Express,MC-298447,34F
CW-70412,PepsiCo,Miami,FL,Macon,GA,2026-03-04,2026-03-05,Flatbed,20214,329,931,757,119,174,18.7,delivered,Snack Foods,Keystone Carriers Inc,MC-252024,
CW-70413,PepsiCo,Cleveland,OH,Greensboro,NC,2025-04-16,2025-04-18,Reefer,41349,572,1741,1498,232,243,14.0,delivered,Sports Drinks,Blue Ridge Transport,MC-269879,34F
CW-70414,PepsiCo,Durham,NC,Edison,NJ,2025-05-02,2025-05-04,Flatbed,20722,508,1400,1151,147,249,17.8,delivered,Snack Foods,Great Lakes Express,MC-262737,
CW-70415,PepsiCo,Ocala,FL,Orlando,FL,2025-11-21,2025-11-23,Reefer,41189,355,1005,819,128,186,18.5,delivered,Snack Foods,Empire State Trucking,MC-287734,-10F
CW-70416,PepsiCo,Lansing,MI,Evansville,IN,2026-03-13,2026-03-15,Reefer,33325,221,680,605,80,75,11.0,dispatched,Sports Drinks,Evergreen Transport LLC,MC-255595,34F
CW-70417,PepsiCo,Reading,PA,Lynchburg,VA,2026-02-07,2026-02-09,Flatbed,27903,349,914,797,102,117,12.8,dispatched,Beverages,Sunbelt Carriers LLC,MC-234169,
CW-70418,PepsiCo,Columbus,GA,Grand Rapids,MI,2026-02-22,2026-02-25,Reefer,38122,827,2579,2136,305,443,17.2,delivered,Sports Drinks,Redline Freight Corp,MC-284163,34F
CW-70419,PepsiCo,Miami,FL,Saginaw,MI,2025-05-16,2025-05-18,Dry Van,25703,1085,2400,2114,197,286,11.9,delivered,Beverages,Sunbelt Carriers LLC,MC-234169,
CW-70420,PepsiCo,Jacksonville,FL,Montgomery,AL,2026-02-09,2026-02-10,Reefer,35356,491,1375,1290,113,85,6.2,delivered,Sports Drinks,Heartland Trucking Co,MC-277021,34F
CW-70421,Spartan Nash,Battle Creek,MI,Richmond,VA,2025-06-28,2025-06-29,Reefer,34011,567,1929,1569,264,360,18.7,delivered,Dairy,Pinnacle Freight LLC,MC-319873,-10F
CW-70422,Spartan Nash,Saginaw,MI,Allentown,PA,2025-10-09,2025-10-10,Reefer,39620,566,1751,1512,214,239,13.6,dispatched,Grocery Products,Lone Star Freight,MC-266308,34F
CW-70423,Spartan Nash,Miami,FL,Trenton,NJ,2025-09-20,2025-09-23,Reefer,40139,1063,3198,2924,357,274,8.6,delivered,Grocery Products,Gulf Coast Carriers,MC-259166,34F
CW-70424,Spartan Nash,Tampa,FL,Columbia,SC,2025-10-24,2025-10-26,Reefer,40812,484,1346,1117,163,229,17.0,delivered,Grocery Products,Wolverine Freight Inc,MC-302018,34F
CW-70425,Spartan Nash,Daytona Beach,FL,South Bend,IN,2026-01-20,2026-01-23,Dry Van,37222,932,2274,2019,184,255,11.2,delivered,Dairy,Empire State Trucking,MC-287734,
CW-70426,Spartan Nash,Greenville,SC,Winston-Salem,NC,2025-11-27,2025-11-29,Reefer,38604,200,680,444,64,236,34.7,in_transit,Grocery Products,Seminole Express,MC-298447,34F
CW-70427,Spartan Nash,Daytona Beach,FL,Roanoke,VA,2026-01-16,2026-01-18,Reefer,37598,808,2402,1949,295,453,18.9,delivered,Grocery Products,Sunbelt Carriers LLC,MC-234169,34F
CW-70428,Spartan Nash,Edison,NJ,Grand Rapids,MI,2026-02-23,2026-02-24,Reefer,35082,664,1894,1558,254,336,17.7,in_transit,Frozen Foods,Carolina Freight Corp,MC-273450,34F
CW-70429,Spartan Nash,Toledo,OH,Rockford,IL,2025-09-10,2025-09-12,Dry Van,33063,310,680,572,88,108,15.9,delivered,Dairy,Shenandoah Freight,MC-323444,
CW-70430,Spartan Nash,Dalton,GA,Reading,PA,2025-04-15,2025-04-17,Reefer,33690,802,2164,1799,222,365,16.9,delivered,Frozen Foods,Evergreen Transport LLC,MC-255595,34F
