order_id,orderline_id,sku,quantity,picking_unit,unit_of_measure,order_type,order_date,picking_date,ship_date,ship_time,customer_id,shipping_method
SO-100156,SO-100156-2,10002,22,case,piece,store replenishment,2024-01-17,2024-01-17,2024-01-17,16:20:00,CUST-0108,CEP
SO-100156,SO-100156-3,10260,6,single,piece,store replenishment,2024-01-17,2024-01-17,2024-01-17,16:20:00,CUST-0108,CEP
SO-100156,SO-100156-4,10237,4,single,piece,store replenishment,2024-01-17,2024-01-17,2024-01-17,16:20:00,CUST-0108,CEP
SO-100156,SO-100156-5,10014,19,case,piece,store replenishment,2024-01-17,2024-01-17,2024-01-17,16:20:00,CUST-0108,CEP
SO-100156,SO-100156-6,10328,11,single,piece,store replenishment,2024-01-17,2024-01-17,2024-01-17,16:20:00,CUST-0108,CEP
SO-100156,SO-100156-7,10114,20,case,piece,store replenishment,2024-01-17,2024-01-17,2024-01-17,16:20:00,CUST-0108,CEP
SO-100156,SO-100156-8,10192,13,case,piece,store replenishment,2024-01-17,2024-01-17,2024-01-17,16:20:00,CUST-0108,CEP
SO-100156,SO-100156-9,10274,22,case,piece,store replenishment,2024-01-17,2024-01-17,2024-01-17,16:20:00,CUST-0108,CEP
SO-100156,SO-100156-10,10230,5,single,piece,store replenishment,2024-01-17,2024-01-17,2024-01-17,16:20:00,CUST-0108,CEP
SO-100156,SO-100156-11,10469,6,single,piece,store replenishment,2024-01-17,2024-01-17,2024-01-17,16:20:00,CUST-0108,CEP
SO-100156,SO-100156-12,10132,10,single,piece,store replenishment,2024-01-17,2024-01-17,2024-01-17,16:20:00,CUST-0108,CEP
SO-100156,SO-100156-13,10045,4,single,piece,store replenishment,2024-01-17,2024-01-17,2024-01-17,16:20:00,CUST-0108,CEP
SO-100157,SO-100157-1,10264,12,single,piece,store replenishment,2024-01-17,2024-01-17,2024-01-17,09:09:00,CUST-0026,Freight
SO-100157,SO-100157-2,10388,10,single,piece,store replenishment,2024-01-17,2024-01-17,2024-01-17,09:09:00,CUST-0026,Freight
SO-100157,SO-100157-3,10290,22,case,piece,store replenishment,2024-01-17,2024-01-17,2024-01-17,09:09:00,CUST-0026,Freight
SO-100157,SO-100157-4,10445,17,case,piece,store replenishment,2024-01-17,2024-01-17,2024-01-17,09:09:00,CUST-0026,Freight
SO-100158,SO-100158-1,10253,16,case,piece,store replenishment,2024-01-18,2024-01-18,2024-01-18,13:00:00,CUST-0086,Air Freight
SO-100158,SO-100158-2,10364,16,case,piece,store replenishment,2024-01-18,2024-01-18,2024-01-18,13:00:00,CUST-0086,Air Freight
SO-100158,SO-100158-3,10197,16,case,piece,store replenishment,2024-01-18,2024-01-18,2024-01-18,13:00:00,CUST-0086,Air Freight
SO-100158,SO-100158-4,10137,9,single,piece,store replenishment,2024-01-18,2024-01-18,2024-01-18,13:00:00,CUST-0086,Air Freight
SO-100159,SO-100159-1,10040,5,single,piece,store replenishment,2024-01-18,2024-01-18,2024-01-18,14:23:00,CUST-0158,Freight
SO-100159,SO-100159-2,10190,2,single,piece,store replenishment,2024-01-18,2024-01-18,2024-01-18,14:23:00,CUST-0158,Freight
SO-100159,SO-100159-3,10288,6,single,piece,store replenishment,2024-01-18,2024-01-18,2024-01-18,14:23:00,CUST-0158,Freight
SO-100159,SO-100159-4,10413,7,single,piece,store replenishment,2024-01-18,2024-01-18,2024-01-18,14:23:00,CUST-0158,Freight
SO-100160,SO-100160-1,10141,24,case,piece,store replenishment,2024-01-18,2024-01-18,2024-01-18,16:30:00,CUST-0136,Air Freight
SO-100160,SO-100160-2,10424,22,case,piece,store replenishment,2024-01-18,2024-01-18,2024-01-18,16:30:00,CUST-0136,Air Freight
SO-100160,SO-100160-3,10087,16,case,piece,store replenishment,2024-01-18,2024-01-18,2024-01-18,16:30:00,CUST-0136,Air Freight
SO-100160,SO-100160-4,10487,24,case,piece,store replenishment,2024-01-18,2024-01-18,2024-01-18,16:30:00,CUST-0136,Air Freight
SO-100160,SO-100160-5,10118,11,single,piece,store replenishment,2024-01-18,2024-01-18,2024-01-18,16:30:00,CUST-0136,Air Freight
SO-100160,SO-100160-6,10029,14,case,piece,store replenishment,2024-01-18,2024-01-18,2024-01-18,16:30:00,CUST-0136,Air Freight
SO-100160,SO-100160-7,10332,4,single,piece,store replenishment,2024-01-18,2024-01-18,2024-01-18,16:30:00,CUST-0136,Air Freight
SO-100160,SO-100160-8,10313,4,single,piece,store replenishment,2024-01-18,2024-01-18,2024-01-18,16:30:00,CUST-0136,Air Freight
SO-100161,SO-100161-1,10083,13,case,piece,e-com,2024-01-18,2024-01-18,2024-01-18,13:22:00,CUST-0057,Air Freight
SO-100161,SO-100161-2,10366,1,single,piece,e-com,2024-01-18,2024-01-18,2024-01-18,13:22:00,CUST-0057,Air Freight
SO-100161,SO-100161-3,10046,24,case,piece,e-com,2024-01-18,2024-01-18,2024-01-18,13:22:00,CUST-0057,Air Freight
SO-100161,SO-100161-4,10380,8,single,piece,e-com,2024-01-18,2024-01-18,2024-01-18,13:22:00,CUST-0057,Air Freight
SO-100161,SO-100161-5,10455,12,single,piece,e-com,2024-01-18,2024-01-18,2024-01-18,13:22:00,CUST-0057,Air Freight
SO-100161,SO-100161-6,10158,23,case,piece,e-com,2024-01-18,2024-01-18,2024-01-18,13:22:00,CUST-0057,Air Freight
SO-100161,SO-100161-7,10495,18,case,piece,e-com,2024-01-18,2024-01-18,2024-01-18,13:22:00,CUST-0057,Air Freight
SO-100161,SO-100161-8,10087,2,single,piece,e-com,2024-01-18,2024-01-18,2024-01-18,13:22:00,CUST-0057,Air Freight
SO-100161,SO-100161-9,10487,10,single,piece,e-com,2024-01-18,2024-01-18,2024-01-18,13:22:00,CUST-0057,Air Freight
SO-100162,SO-100162-1,10436,14,case,piece,store replenishment,2024-01-18,2024-01-18,2024-01-18,06:15:00,CUST-0187,Freight
SO-100163,SO-100163-1,10323,22,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,08:29:00,CUST-0200,CEP
SO-100163,SO-100163-2,10338,19,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,08:29:00,CUST-0200,CEP
SO-100163,SO-100163-3,10328,9,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,08:29:00,CUST-0200,CEP
SO-100163,SO-100163-4,10042,16,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,08:29:00,CUST-0200,CEP
SO-100163,SO-100163-5,10458,17,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,08:29:00,CUST-0200,CEP
SO-100164,SO-100164-1,10154,1,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:48:00,CUST-0115,Air Freight
SO-100164,SO-100164-2,10390,21,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:48:00,CUST-0115,Air Freight
SO-100164,SO-100164-3,10114,4,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:48:00,CUST-0115,Air Freight
SO-100164,SO-100164-4,10409,23,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:48:00,CUST-0115,Air Freight
SO-100164,SO-100164-5,10038,20,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:48:00,CUST-0115,Air Freight
SO-100164,SO-100164-6,10292,20,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:48:00,CUST-0115,Air Freight
SO-100164,SO-100164-7,10337,9,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:48:00,CUST-0115,Air Freight
SO-100164,SO-100164-8,10185,9,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:48:00,CUST-0115,Air Freight
SO-100164,SO-100164-9,10077,19,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:48:00,CUST-0115,Air Freight
SO-100164,SO-100164-10,10060,4,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:48:00,CUST-0115,Air Freight
SO-100164,SO-100164-11,10329,4,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:48:00,CUST-0115,Air Freight
SO-100164,SO-100164-12,10187,4,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:48:00,CUST-0115,Air Freight
SO-100164,SO-100164-13,10147,4,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:48:00,CUST-0115,Air Freight
SO-100164,SO-100164-14,10032,13,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:48:00,CUST-0115,Air Freight
SO-100164,SO-100164-15,10469,7,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:48:00,CUST-0115,Air Freight
SO-100165,SO-100165-1,10338,17,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,12:35:00,CUST-0188,Freight
SO-100165,SO-100165-2,10080,7,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,12:35:00,CUST-0188,Freight
SO-100165,SO-100165-3,10239,19,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,12:35:00,CUST-0188,Freight
SO-100165,SO-100165-4,10264,18,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,12:35:00,CUST-0188,Freight
SO-100165,SO-100165-5,10413,12,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,12:35:00,CUST-0188,Freight
SO-100165,SO-100165-6,10247,24,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,12:35:00,CUST-0188,Freight
SO-100165,SO-100165-7,10332,13,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,12:35:00,CUST-0188,Freight
SO-100165,SO-100165-8,10001,8,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,12:35:00,CUST-0188,Freight
SO-100166,SO-100166-1,10096,4,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,16:50:00,CUST-0180,CEP
SO-100166,SO-100166-2,10157,13,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,16:50:00,CUST-0180,CEP
SO-100166,SO-100166-3,10207,3,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,16:50:00,CUST-0180,CEP
SO-100166,SO-100166-4,10419,6,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,16:50:00,CUST-0180,CEP
SO-100166,SO-100166-5,10006,1,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,16:50:00,CUST-0180,CEP
SO-100166,SO-100166-6,10040,21,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,16:50:00,CUST-0180,CEP
SO-100166,SO-100166-7,10121,5,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,16:50:00,CUST-0180,CEP
SO-100166,SO-100166-8,10310,21,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,16:50:00,CUST-0180,CEP
SO-100166,SO-100166-9,10465,10,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,16:50:00,CUST-0180,CEP
SO-100166,SO-100166-10,10297,6,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,16:50:00,CUST-0180,CEP
SO-100167,SO-100167-1,10359,19,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:42:00,CUST-0086,CEP
SO-100167,SO-100167-2,10352,16,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:42:00,CUST-0086,CEP
SO-100167,SO-100167-3,10053,12,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:42:00,CUST-0086,CEP
SO-100167,SO-100167-4,10089,11,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:42:00,CUST-0086,CEP
SO-100167,SO-100167-5,10494,6,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:42:00,CUST-0086,CEP
SO-100167,SO-100167-6,10378,19,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:42:00,CUST-0086,CEP
SO-100167,SO-100167-7,10232,17,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:42:00,CUST-0086,CEP
SO-100167,SO-100167-8,10262,2,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:42:00,CUST-0086,CEP
SO-100167,SO-100167-9,10145,10,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,06:42:00,CUST-0086,CEP
SO-100168,SO-100168-1,10234,8,single,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,13:10:00,CUST-0020,Freight
SO-100168,SO-100168-2,10470,19,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,13:10:00,CUST-0020,Freight
SO-100168,SO-100168-3,10154,16,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,13:10:00,CUST-0020,Freight
SO-100168,SO-100168-4,10407,16,case,piece,store replenishment,2024-01-19,2024-01-19,2024-01-19,13:10:00,CUST-0020,Freight
SO-100169,SO-100169-1,10358,1,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,08:48:00,CUST-0010,Freight
SO-100170,SO-100170-1,10331,5,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,17:02:00,CUST-0124,CEP
SO-100170,SO-100170-2,10113,10,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,17:02:00,CUST-0124,CEP
SO-100170,SO-100170-3,10122,7,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,17:02:00,CUST-0124,CEP
SO-100170,SO-100170-4,10389,17,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,17:02:00,CUST-0124,CEP
SO-100170,SO-100170-5,10175,1,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,17:02:00,CUST-0124,CEP
SO-100170,SO-100170-6,10089,15,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,17:02:00,CUST-0124,CEP
SO-100170,SO-100170-7,10227,11,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,17:02:00,CUST-0124,CEP
SO-100170,SO-100170-8,10373,16,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,17:02:00,CUST-0124,CEP
SO-100170,SO-100170-9,10135,21,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,17:02:00,CUST-0124,CEP
SO-100170,SO-100170-10,10393,15,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,17:02:00,CUST-0124,CEP
SO-100171,SO-100171-1,10293,4,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,13:53:00,CUST-0145,Air Freight
SO-100171,SO-100171-2,10058,7,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,13:53:00,CUST-0145,Air Freight
SO-100171,SO-100171-3,10104,17,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,13:53:00,CUST-0145,Air Freight
SO-100171,SO-100171-4,10130,22,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,13:53:00,CUST-0145,Air Freight
SO-100171,SO-100171-5,10447,17,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,13:53:00,CUST-0145,Air Freight
SO-100171,SO-100171-6,10045,12,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,13:53:00,CUST-0145,Air Freight
SO-100171,SO-100171-7,10447,24,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,13:53:00,CUST-0145,Air Freight
SO-100171,SO-100171-8,10257,4,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,13:53:00,CUST-0145,Air Freight
SO-100171,SO-100171-9,10148,13,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,13:53:00,CUST-0145,Air Freight
SO-100171,SO-100171-10,10189,15,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,13:53:00,CUST-0145,Air Freight
SO-100171,SO-100171-11,10396,16,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,13:53:00,CUST-0145,Air Freight
SO-100171,SO-100171-12,10440,15,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,13:53:00,CUST-0145,Air Freight
SO-100171,SO-100171-13,10216,20,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,13:53:00,CUST-0145,Air Freight
SO-100172,SO-100172-1,10390,1,single,piece,first allocation,2024-01-20,2024-01-20,2024-01-20,07:31:00,CUST-0038,Air Freight
SO-100172,SO-100172-2,10090,1,single,piece,first allocation,2024-01-20,2024-01-20,2024-01-20,07:31:00,CUST-0038,Air Freight
SO-100172,SO-100172-3,10387,23,case,piece,first allocation,2024-01-20,2024-01-20,2024-01-20,07:31:00,CUST-0038,Air Freight
SO-100172,SO-100172-4,10154,2,single,piece,first allocation,2024-01-20,2024-01-20,2024-01-20,07:31:00,CUST-0038,Air Freight
SO-100172,SO-100172-5,10239,9,single,piece,first allocation,2024-01-20,2024-01-20,2024-01-20,07:31:00,CUST-0038,Air Freight
SO-100172,SO-100172-6,10245,6,single,piece,first allocation,2024-01-20,2024-01-20,2024-01-20,07:31:00,CUST-0038,Air Freight
SO-100172,SO-100172-7,10443,13,case,piece,first allocation,2024-01-20,2024-01-20,2024-01-20,07:31:00,CUST-0038,Air Freight
SO-100172,SO-100172-8,10143,18,case,piece,first allocation,2024-01-20,2024-01-20,2024-01-20,07:31:00,CUST-0038,Air Freight
SO-100172,SO-100172-9,10475,12,single,piece,first allocation,2024-01-20,2024-01-20,2024-01-20,07:31:00,CUST-0038,Air Freight
SO-100172,SO-100172-10,10152,4,single,piece,first allocation,2024-01-20,2024-01-20,2024-01-20,07:31:00,CUST-0038,Air Freight
SO-100173,SO-100173-1,10340,22,case,piece,e-com,2024-01-20,2024-01-20,2024-01-20,11:38:00,CUST-0149,CEP
SO-100173,SO-100173-2,10371,6,single,piece,e-com,2024-01-20,2024-01-20,2024-01-20,11:38:00,CUST-0149,CEP
SO-100174,SO-100174-1,10011,18,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,14:08:00,CUST-0165,Air Freight
SO-100174,SO-100174-2,10033,9,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,14:08:00,CUST-0165,Air Freight
SO-100174,SO-100174-3,10075,12,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,14:08:00,CUST-0165,Air Freight
SO-100174,SO-100174-4,10298,9,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,14:08:00,CUST-0165,Air Freight
SO-100174,SO-100174-5,10159,11,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,14:08:00,CUST-0165,Air Freight
SO-100174,SO-100174-6,10185,20,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,14:08:00,CUST-0165,Air Freight
SO-100174,SO-100174-7,10014,7,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,14:08:00,CUST-0165,Air Freight
SO-100174,SO-100174-8,10497,21,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,14:08:00,CUST-0165,Air Freight
SO-100174,SO-100174-9,10356,22,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,14:08:00,CUST-0165,Air Freight
SO-100175,SO-100175-1,10061,4,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,09:16:00,CUST-0189,CEP
SO-100175,SO-100175-2,10246,6,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,09:16:00,CUST-0189,CEP
SO-100176,SO-100176-1,10232,11,single,piece,first allocation,2024-01-20,2024-01-20,2024-01-20,06:18:00,CUST-0107,Freight
SO-100176,SO-100176-2,10460,24,case,piece,first allocation,2024-01-20,2024-01-20,2024-01-20,06:18:00,CUST-0107,Freight
SO-100177,SO-100177-1,10314,21,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,09:06:00,CUST-0141,Freight
SO-100177,SO-100177-2,10446,15,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,09:06:00,CUST-0141,Freight
SO-100177,SO-100177-3,10051,13,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,09:06:00,CUST-0141,Freight
SO-100177,SO-100177-4,10442,3,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,09:06:00,CUST-0141,Freight
SO-100177,SO-100177-5,10105,10,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,09:06:00,CUST-0141,Freight
SO-100177,SO-100177-6,10151,16,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,09:06:00,CUST-0141,Freight
SO-100177,SO-100177-7,10219,1,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,09:06:00,CUST-0141,Freight
SO-100177,SO-100177-8,10353,3,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,09:06:00,CUST-0141,Freight
SO-100177,SO-100177-9,10145,21,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,09:06:00,CUST-0141,Freight
SO-100177,SO-100177-10,10124,3,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,09:06:00,CUST-0141,Freight
SO-100177,SO-100177-11,10399,14,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,09:06:00,CUST-0141,Freight
SO-100177,SO-100177-12,10047,22,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,09:06:00,CUST-0141,Freight
SO-100178,SO-100178-1,10296,24,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,08:26:00,CUST-0104,Freight
SO-100178,SO-100178-2,10011,8,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,08:26:00,CUST-0104,Freight
SO-100178,SO-100178-3,10108,22,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,08:26:00,CUST-0104,Freight
SO-100179,SO-100179-1,10468,18,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,15:17:00,CUST-0118,Freight
SO-100179,SO-100179-2,10468,12,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,15:17:00,CUST-0118,Freight
SO-100179,SO-100179-3,10480,3,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,15:17:00,CUST-0118,Freight
SO-100179,SO-100179-4,10397,19,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,15:17:00,CUST-0118,Freight
SO-100179,SO-100179-5,10083,6,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,15:17:00,CUST-0118,Freight
SO-100179,SO-100179-6,10163,7,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,15:17:00,CUST-0118,Freight
SO-100179,SO-100179-7,10257,2,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,15:17:00,CUST-0118,Freight
SO-100180,SO-100180-1,10132,16,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,15:10:00,CUST-0098,CEP
SO-100180,SO-100180-2,10420,9,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,15:10:00,CUST-0098,CEP
SO-100180,SO-100180-3,10423,2,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,15:10:00,CUST-0098,CEP
SO-100180,SO-100180-4,10263,15,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,15:10:00,CUST-0098,CEP
SO-100180,SO-100180-5,10224,11,single,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,15:10:00,CUST-0098,CEP
SO-100180,SO-100180-6,10149,20,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,15:10:00,CUST-0098,CEP
SO-100180,SO-100180-7,10409,22,case,piece,store replenishment,2024-01-20,2024-01-20,2024-01-20,15:10:00,CUST-0098,CEP
SO-100181,SO-100181-1,10060,1,single,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,10:13:00,CUST-0183,Air Freight
SO-100181,SO-100181-2,10231,18,case,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,10:13:00,CUST-0183,Air Freight
SO-100181,SO-100181-3,10372,21,case,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,10:13:00,CUST-0183,Air Freight
SO-100181,SO-100181-4,10457,16,case,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,10:13:00,CUST-0183,Air Freight
SO-100181,SO-100181-5,10075,16,case,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,10:13:00,CUST-0183,Air Freight
SO-100181,SO-100181-6,10266,1,single,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,10:13:00,CUST-0183,Air Freight
SO-100181,SO-100181-7,10211,14,case,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,10:13:00,CUST-0183,Air Freight
SO-100181,SO-100181-8,10426,16,case,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,10:13:00,CUST-0183,Air Freight
SO-100181,SO-100181-9,10421,16,case,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,10:13:00,CUST-0183,Air Freight
SO-100181,SO-100181-10,10383,8,single,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,10:13:00,CUST-0183,Air Freight
SO-100182,SO-100182-1,10122,18,case,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,15:16:00,CUST-0184,Air Freight
SO-100182,SO-100182-2,10477,20,case,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,15:16:00,CUST-0184,Air Freight
SO-100182,SO-100182-3,10105,4,single,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,15:16:00,CUST-0184,Air Freight
SO-100182,SO-100182-4,10100,24,case,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,15:16:00,CUST-0184,Air Freight
SO-100182,SO-100182-5,10142,22,case,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,15:16:00,CUST-0184,Air Freight
SO-100182,SO-100182-6,10420,2,single,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,15:16:00,CUST-0184,Air Freight
SO-100182,SO-100182-7,10402,3,single,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,15:16:00,CUST-0184,Air Freight
SO-100183,SO-100183-1,10038,1,single,piece,e-com,2024-01-21,2024-01-21,2024-01-21,10:40:00,CUST-0116,Freight
SO-100183,SO-100183-2,10349,1,single,piece,e-com,2024-01-21,2024-01-21,2024-01-21,10:40:00,CUST-0116,Freight
SO-100183,SO-100183-3,10327,9,single,piece,e-com,2024-01-21,2024-01-21,2024-01-21,10:40:00,CUST-0116,Freight
SO-100183,SO-100183-4,10129,11,single,piece,e-com,2024-01-21,2024-01-21,2024-01-21,10:40:00,CUST-0116,Freight
SO-100183,SO-100183-5,10035,21,case,piece,e-com,2024-01-21,2024-01-21,2024-01-21,10:40:00,CUST-0116,Freight
SO-100183,SO-100183-6,10164,9,single,piece,e-com,2024-01-21,2024-01-21,2024-01-21,10:40:00,CUST-0116,Freight
SO-100184,SO-100184-1,10062,24,case,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,15:51:00,CUST-0160,Freight
SO-100184,SO-100184-2,10332,6,single,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,15:51:00,CUST-0160,Freight
SO-100184,SO-100184-3,10139,9,single,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,15:51:00,CUST-0160,Freight
SO-100184,SO-100184-4,10195,1,single,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,15:51:00,CUST-0160,Freight
SO-100184,SO-100184-5,10323,3,single,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,15:51:00,CUST-0160,Freight
SO-100184,SO-100184-6,10365,1,single,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,15:51:00,CUST-0160,Freight
SO-100184,SO-100184-7,10355,19,case,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,15:51:00,CUST-0160,Freight
SO-100184,SO-100184-8,10277,20,case,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,15:51:00,CUST-0160,Freight
SO-100184,SO-100184-9,10168,3,single,piece,store replenishment,2024-01-21,2024-01-21,2024-01-21,15:51:00,CUST-0160,Freight
