receipt_id,sku,quantity,unit_of_measure,receipt_date,receipt_time,supplier
GR-70047,PS-1118,64,EA,2025-01-02,20:29:38,Shenzhen Tech Co.
GR-70047,EL-1015,77,EA,2025-01-02,20:29:38,Shenzhen Tech Co.
GR-70048,HB-1063,145,PK,2025-01-29,08:44:01,MediterraneanGoods SL
GR-70048,CA-1103,130,EA,2025-01-29,08:44:01,MediterraneanGoods SL
GR-70048,CA-1099,451,SET,2025-01-29,08:44:01,MediterraneanGoods SL
GR-70048,CA-1091,345,EA,2025-01-29,08:44:01,MediterraneanGoods SL
GR-70049,HB-1073,166,EA,2025-01-02,09:46:35,Atlas Wholesale Inc
GR-70049,OF-1047,309,EA,2025-01-02,09:46:35,Atlas Wholesale Inc
GR-70049,AU-1130,431,SET,2025-01-02,09:46:35,Atlas Wholesale Inc
GR-70049,OF-1041,47,EA,2025-01-02,09:46:35,Atlas Wholesale Inc
GR-70049,OF-1053,292,EA,2025-01-02,09:46:35,Atlas Wholesale Inc
GR-70049,TG-1110,274,EA,2025-01-02,09:46:35,Atlas Wholesale Inc
GR-70050,CA-1095,88,EA,2025-01-30,14:43:59,Rhine Valley Logistik
GR-70050,SP-1089,408,EA,2025-01-30,14:43:59,Rhine Valley Logistik
GR-70050,SP-1080,191,PK,2025-01-30,14:43:59,Rhine Valley Logistik
GR-70050,EL-1005,307,EA,2025-01-30,14:43:59,Rhine Valley Logistik
GR-70050,CA-1099,454,SET,2025-01-30,14:43:59,Rhine Valley Logistik
GR-70050,HK-1027,458,SET,2025-01-30,14:43:59,Rhine Valley Logistik
GR-70050,CA-1105,159,SET,2025-01-30,14:43:59,Rhine Valley Logistik
GR-70050,EL-1013,265,EA,2025-01-30,14:43:59,Rhine Valley Logistik
GR-70051,OF-1060,245,PK,2025-01-23,19:52:21,Alpine Components AG
GR-70051,BM-1145,495,EA,2025-01-23,19:52:21,Alpine Components AG
GR-70051,OF-1058,164,EA,2025-01-23,19:52:21,Alpine Components AG
GR-70051,BM-1140,440,EA,2025-01-23,19:52:21,Alpine Components AG
GR-70051,AU-1127,245,EA,2025-01-23,19:52:21,Alpine Components AG
GR-70052,HB-1069,104,EA,2025-01-28,14:31:45,Baltic Imports Oy
GR-70052,BM-1140,50,EA,2025-01-28,14:31:45,Baltic Imports Oy
GR-70052,AU-1129,304,EA,2025-01-28,14:31:45,Baltic Imports Oy
GR-70052,SP-1088,29,EA,2025-01-28,14:31:45,Baltic Imports Oy
GR-70052,HK-1024,75,SET,2025-01-28,14:31:45,Baltic Imports Oy
GR-70052,HK-1028,346,PK,2025-01-28,14:31:45,Baltic Imports Oy
GR-70052,SP-1077,168,PK,2025-01-28,14:31:45,Baltic Imports Oy
GR-70052,OF-1044,215,SET,2025-01-28,14:31:45,Baltic Imports Oy
GR-70052,PS-1121,366,PK,2025-01-28,14:31:45,Baltic Imports Oy
GR-70052,PS-1119,256,EA,2025-01-28,14:31:45,Baltic Imports Oy
GR-70052,HK-1023,203,PK,2025-01-28,14:31:45,Baltic Imports Oy
GR-70053,HK-1038,500,PK,2025-01-13,07:52:55,Shenzhen Tech Co.
GR-70053,CA-1093,28,EA,2025-01-13,07:52:55,Shenzhen Tech Co.
GR-70053,BM-1140,442,EA,2025-01-13,07:52:55,Shenzhen Tech Co.
GR-70053,OF-1050,406,EA,2025-01-13,07:52:55,Shenzhen Tech Co.
GR-70053,CA-1101,30,EA,2025-01-13,07:52:55,Shenzhen Tech Co.
GR-70053,SP-1089,162,EA,2025-01-13,07:52:55,Shenzhen Tech Co.
GR-70054,CA-1101,121,EA,2025-01-28,07:34:35,Alpine Components AG
GR-70054,BM-1141,429,EA,2025-01-28,07:34:35,Alpine Components AG
GR-70054,OF-1044,455,SET,2025-01-28,07:34:35,Alpine Components AG
GR-70054,EL-1011,68,EA,2025-01-28,07:34:35,Alpine Components AG
GR-70054,HK-1036,358,SET,2025-01-28,07:34:35,Alpine Components AG
GR-70054,EL-1013,382,EA,2025-01-28,07:34:35,Alpine Components AG
GR-70054,OF-1045,172,EA,2025-01-28,07:34:35,Alpine Components AG
GR-70054,CA-1097,284,PK,2025-01-28,07:34:35,Alpine Components AG
GR-70055,OF-1048,217,EA,2025-01-04,17:50:27,Atlas Wholesale Inc
GR-70055,CA-1099,489,SET,2025-01-04,17:50:27,Atlas Wholesale Inc
GR-70055,OF-1053,214,EA,2025-01-04,17:50:27,Atlas Wholesale Inc
GR-70056,HB-1072,223,EA,2025-01-24,09:47:01,EuroDistrib GmbH
GR-70056,CA-1093,224,EA,2025-01-24,09:47:01,EuroDistrib GmbH
GR-70056,TG-1111,422,EA,2025-01-24,09:47:01,EuroDistrib GmbH
GR-70056,HB-1067,450,EA,2025-01-24,09:47:01,EuroDistrib GmbH
GR-70056,OF-1057,296,EA,2025-01-24,09:47:01,EuroDistrib GmbH
GR-70057,TG-1108,264,EA,2025-01-29,17:28:42,Atlas Wholesale Inc
GR-70057,TG-1108,247,EA,2025-01-29,17:28:42,Atlas Wholesale Inc
GR-70057,PS-1124,446,EA,2025-01-29,17:28:42,Atlas Wholesale Inc
GR-70057,OF-1057,297,EA,2025-01-29,17:28:42,Atlas Wholesale Inc
GR-70058,CA-1101,456,EA,2025-01-10,08:48:23,Atlas Wholesale Inc
GR-70058,EL-1014,199,SET,2025-01-10,08:48:23,Atlas Wholesale Inc
GR-70058,HK-1036,352,SET,2025-01-10,08:48:23,Atlas Wholesale Inc
GR-70058,HB-1061,412,EA,2025-01-10,08:48:23,Atlas Wholesale Inc
GR-70058,SP-1080,315,PK,2025-01-10,08:48:23,Atlas Wholesale Inc
GR-70059,PS-1119,447,EA,2025-01-03,15:53:07,Iberia Distribuciones
GR-70059,HK-1038,16,PK,2025-01-03,15:53:07,Iberia Distribuciones
GR-70059,CA-1099,215,SET,2025-01-03,15:53:07,Iberia Distribuciones
GR-70059,HB-1069,30,EA,2025-01-03,15:53:07,Iberia Distribuciones
GR-70059,OF-1043,341,EA,2025-01-03,15:53:07,Iberia Distribuciones
GR-70059,BM-1140,178,EA,2025-01-03,15:53:07,Iberia Distribuciones
GR-70059,AU-1135,143,EA,2025-01-03,15:53:07,Iberia Distribuciones
GR-70060,HK-1040,219,SET,2025-01-29,07:25:06,Nordic Supply AB
GR-70060,OF-1052,346,EA,2025-01-29,07:25:06,Nordic Supply AB
GR-70060,HK-1036,232,SET,2025-01-29,07:25:06,Nordic Supply AB
GR-70060,OF-1051,260,PK,2025-01-29,07:25:06,Nordic Supply AB
GR-70060,CA-1098,70,EA,2025-01-29,07:25:06,Nordic Supply AB
GR-70060,CA-1092,122,PK,2025-01-29,07:25:06,Nordic Supply AB
GR-70060,EL-1011,138,EA,2025-01-29,07:25:06,Nordic Supply AB
GR-70060,SP-1089,119,EA,2025-01-29,07:25:06,Nordic Supply AB
GR-70060,OF-1054,468,EA,2025-01-29,07:25:06,Nordic Supply AB
GR-70061,OF-1053,38,EA,2025-01-01,08:33:50,Rhine Valley Logistik
GR-70061,CA-1100,469,EA,2025-01-01,08:33:50,Rhine Valley Logistik
GR-70061,BM-1143,95,EA,2025-01-01,08:33:50,Rhine Valley Logistik
GR-70062,HB-1075,123,EA,2025-01-28,06:06:38,Nordic Supply AB
GR-70062,EL-1014,225,SET,2025-01-28,06:06:38,Nordic Supply AB
GR-70062,SP-1082,59,EA,2025-01-28,06:06:38,Nordic Supply AB
GR-70063,AU-1132,386,PK,2025-01-02,21:15:01,Nordic Supply AB
GR-70063,HB-1072,108,EA,2025-01-02,21:15:01,Nordic Supply AB
GR-70063,SP-1087,417,EA,2025-01-02,21:15:01,Nordic Supply AB
GR-70063,TG-1107,338,EA,2025-01-02,21:15:01,Nordic Supply AB
GR-70063,HB-1064,322,PK,2025-01-02,21:15:01,Nordic Supply AB
GR-70063,EL-1010,411,EA,2025-01-02,21:15:01,Nordic Supply AB
GR-70063,HK-1035,197,PK,2025-01-02,21:15:01,Nordic Supply AB
GR-70063,HB-1075,280,EA,2025-01-02,21:15:01,Nordic Supply AB
GR-70064,HK-1035,210,PK,2025-01-25,06:04:21,Rhine Valley Logistik
GR-70064,HB-1074,66,SET,2025-01-25,06:04:21,Rhine Valley Logistik
GR-70064,CA-1102,378,PK,2025-01-25,06:04:21,Rhine Valley Logistik
GR-70064,OF-1048,35,EA,2025-01-25,06:04:21,Rhine Valley Logistik
GR-70064,BM-1142,228,EA,2025-01-25,06:04:21,Rhine Valley Logistik
GR-70065,AU-1126,209,PK,2025-01-11,11:29:03,Iberia Distribuciones
GR-70065,BM-1142,334,EA,2025-01-11,11:29:03,Iberia Distribuciones
GR-70065,CA-1098,389,EA,2025-01-11,11:29:03,Iberia Distribuciones
GR-70066,OF-1052,94,EA,2025-01-20,12:22:06,Shenzhen Tech Co.
GR-70066,CA-1101,220,EA,2025-01-20,12:22:06,Shenzhen Tech Co.
GR-70066,PS-1125,136,PK,2025-01-20,12:22:06,Shenzhen Tech Co.
GR-70066,OF-1058,105,EA,2025-01-20,12:22:06,Shenzhen Tech Co.
GR-70066,SP-1087,124,EA,2025-01-20,12:22:06,Shenzhen Tech Co.
GR-70066,HB-1061,290,EA,2025-01-20,12:22:06,Shenzhen Tech Co.
GR-70066,BM-1145,183,EA,2025-01-20,12:22:06,Shenzhen Tech Co.
GR-70066,OF-1045,154,EA,2025-01-20,12:22:06,Shenzhen Tech Co.
GR-70066,PS-1116,81,EA,2025-01-20,12:22:06,Shenzhen Tech Co.
GR-70067,SP-1083,375,EA,2025-01-05,16:02:44,Atlas Wholesale Inc
GR-70067,OF-1045,174,EA,2025-01-05,16:02:44,Atlas Wholesale Inc
GR-70067,CA-1092,91,PK,2025-01-05,16:02:44,Atlas Wholesale Inc
GR-70067,HK-1036,112,SET,2025-01-05,16:02:44,Atlas Wholesale Inc
GR-70067,EL-1003,88,EA,2025-01-05,16:02:44,Atlas Wholesale Inc
GR-70067,EL-1009,354,EA,2025-01-05,16:02:44,Atlas Wholesale Inc
GR-70067,OF-1045,137,EA,2025-01-05,16:02:44,Atlas Wholesale Inc
GR-70067,SP-1077,152,PK,2025-01-05,16:02:44,Atlas Wholesale Inc
GR-70067,CA-1098,443,EA,2025-01-05,16:02:44,Atlas Wholesale Inc
GR-70068,SP-1086,500,SET,2025-01-12,16:46:55,Pacific Trade Ltd
GR-70068,HK-1025,35,EA,2025-01-12,16:46:55,Pacific Trade Ltd
GR-70068,BM-1143,354,EA,2025-01-12,16:46:55,Pacific Trade Ltd
GR-70068,HB-1072,189,EA,2025-01-12,16:46:55,Pacific Trade Ltd
GR-70068,CA-1099,161,SET,2025-01-12,16:46:55,Pacific Trade Ltd
GR-70068,BM-1140,312,EA,2025-01-12,16:46:55,Pacific Trade Ltd
GR-70069,OF-1057,348,EA,2025-02-28,10:30:22,EuroDistrib GmbH
GR-70069,EL-1010,405,EA,2025-02-28,10:30:22,EuroDistrib GmbH
GR-70069,CA-1102,123,PK,2025-02-28,10:30:22,EuroDistrib GmbH
GR-70069,PS-1123,303,EA,2025-02-28,10:30:22,EuroDistrib GmbH
GR-70070,HK-1027,263,SET,2025-02-09,18:49:09,MediterraneanGoods SL
GR-70070,BM-1139,156,PK,2025-02-09,18:49:09,MediterraneanGoods SL
GR-70070,SP-1087,319,EA,2025-02-09,18:49:09,MediterraneanGoods SL
GR-70070,PS-1118,157,EA,2025-02-09,18:49:09,MediterraneanGoods SL
GR-70070,OF-1056,350,EA,2025-02-09,18:49:09,MediterraneanGoods SL
GR-70070,HB-1070,469,EA,2025-02-09,18:49:09,MediterraneanGoods SL
GR-70070,HK-1026,270,EA,2025-02-09,18:49:09,MediterraneanGoods SL
GR-70070,AU-1134,311,SET,2025-02-09,18:49:09,MediterraneanGoods SL
GR-70070,HK-1031,35,SET,2025-02-09,18:49:09,MediterraneanGoods SL
GR-70071,AU-1127,183,EA,2025-02-13,20:12:10,Pacific Trade Ltd
GR-70071,EL-1009,303,EA,2025-02-13,20:12:10,Pacific Trade Ltd
GR-70072,HB-1074,351,SET,2025-02-04,08:03:03,MediterraneanGoods SL
GR-70072,PS-1116,246,EA,2025-02-04,08:03:03,MediterraneanGoods SL
GR-70072,EL-1010,48,EA,2025-02-04,08:03:03,MediterraneanGoods SL
GR-70072,PS-1117,142,PK,2025-02-04,08:03:03,MediterraneanGoods SL
GR-70072,HK-1027,51,SET,2025-02-04,08:03:03,MediterraneanGoods SL
GR-70072,BM-1140,394,EA,2025-02-04,08:03:03,MediterraneanGoods SL
GR-70072,CA-1091,448,EA,2025-02-04,08:03:03,MediterraneanGoods SL
GR-70073,EL-1016,187,SET,2025-02-13,08:07:55,Pacific Trade Ltd
GR-70073,BM-1140,444,EA,2025-02-13,08:07:55,Pacific Trade Ltd
GR-70073,PS-1118,37,EA,2025-02-13,08:07:55,Pacific Trade Ltd
GR-70073,PS-1121,344,PK,2025-02-13,08:07:55,Pacific Trade Ltd
GR-70073,HB-1068,471,EA,2025-02-13,08:07:55,Pacific Trade Ltd
GR-70073,SP-1090,119,EA,2025-02-13,08:07:55,Pacific Trade Ltd
GR-70073,CA-1099,74,SET,2025-02-13,08:07:55,Pacific Trade Ltd
GR-70073,EL-1018,22,PK,2025-02-13,08:07:55,Pacific Trade Ltd
GR-70073,CA-1091,57,EA,2025-02-13,08:07:55,Pacific Trade Ltd
GR-70073,HB-1065,12,EA,2025-02-13,08:07:55,Pacific Trade Ltd
GR-70074,PS-1123,327,EA,2025-02-15,08:08:50,Iberia Distribuciones
GR-70074,CA-1101,122,EA,2025-02-15,08:08:50,Iberia Distribuciones
GR-70074,TG-1113,322,EA,2025-02-15,08:08:50,Iberia Distribuciones
GR-70074,EL-1002,179,SET,2025-02-15,08:08:50,Iberia Distribuciones
GR-70074,AU-1133,309,EA,2025-02-15,08:08:50,Iberia Distribuciones
GR-70074,EL-1020,189,EA,2025-02-15,08:08:50,Iberia Distribuciones
GR-70074,EL-1011,214,EA,2025-02-15,08:08:50,Iberia Distribuciones
GR-70074,OF-1050,13,EA,2025-02-15,08:08:50,Iberia Distribuciones
GR-70074,HB-1069,181,EA,2025-02-15,08:08:50,Iberia Distribuciones
GR-70074,HK-1035,29,PK,2025-02-15,08:08:50,Iberia Distribuciones
GR-70075,CA-1100,485,EA,2025-02-19,12:33:22,Pacific Trade Ltd
GR-70075,HK-1028,117,PK,2025-02-19,12:33:22,Pacific Trade Ltd
GR-70075,OF-1058,455,EA,2025-02-19,12:33:22,Pacific Trade Ltd
GR-70075,PS-1123,306,EA,2025-02-19,12:33:22,Pacific Trade Ltd
GR-70075,EL-1014,83,SET,2025-02-19,12:33:22,Pacific Trade Ltd
GR-70075,PS-1121,438,PK,2025-02-19,12:33:22,Pacific Trade Ltd
GR-70075,PS-1117,163,PK,2025-02-19,12:33:22,Pacific Trade Ltd
GR-70075,HB-1069,453,EA,2025-02-19,12:33:22,Pacific Trade Ltd
GR-70075,EL-1019,176,PK,2025-02-19,12:33:22,Pacific Trade Ltd
GR-70075,SP-1090,38,EA,2025-02-19,12:33:22,Pacific Trade Ltd
GR-70076,BM-1138,84,EA,2025-02-06,19:44:41,Baltic Imports Oy
GR-70076,SP-1077,102,PK,2025-02-06,19:44:41,Baltic Imports Oy
GR-70076,OF-1045,166,EA,2025-02-06,19:44:41,Baltic Imports Oy
GR-70076,SP-1087,469,EA,2025-02-06,19:44:41,Baltic Imports Oy
GR-70077,OF-1046,478,EA,2025-02-05,08:38:26,EuroDistrib GmbH
GR-70077,CA-1103,203,EA,2025-02-05,08:38:26,EuroDistrib GmbH
GR-70077,PS-1116,182,EA,2025-02-05,08:38:26,EuroDistrib GmbH
GR-70077,EL-1019,434,PK,2025-02-05,08:38:26,EuroDistrib GmbH
GR-70077,HK-1028,152,PK,2025-02-05,08:38:26,EuroDistrib GmbH
GR-70077,CA-1096,248,EA,2025-02-05,08:38:26,EuroDistrib GmbH
GR-70077,BM-1139,307,PK,2025-02-05,08:38:26,EuroDistrib GmbH
GR-70078,HK-1032,287,EA,2025-02-14,17:11:11,Iberia Distribuciones
GR-70078,AU-1131,289,EA,2025-02-14,17:11:11,Iberia Distribuciones
GR-70078,EL-1014,12,SET,2025-02-14,17:11:11,Iberia Distribuciones
GR-70078,PS-1116,200,EA,2025-02-14,17:11:11,Iberia Distribuciones
GR-70078,HB-1064,341,PK,2025-02-14,17:11:11,Iberia Distribuciones
GR-70078,OF-1045,187,EA,2025-02-14,17:11:11,Iberia Distribuciones
GR-70079,HK-1038,410,PK,2025-02-26,12:43:47,Rhine Valley Logistik
GR-70079,CA-1094,256,EA,2025-02-26,12:43:47,Rhine Valley Logistik
GR-70080,TG-1109,40,PK,2025-02-07,14:35:42,Baltic Imports Oy
GR-70080,EL-1016,367,SET,2025-02-07,14:35:42,Baltic Imports Oy
GR-70080,OF-1041,481,EA,2025-02-07,14:35:42,Baltic Imports Oy
GR-70080,BM-1140,418,EA,2025-02-07,14:35:42,Baltic Imports Oy
GR-70080,CA-1104,143,EA,2025-02-07,14:35:42,Baltic Imports Oy
GR-70081,CA-1102,437,PK,2025-02-27,11:06:11,Alpine Components AG
GR-70081,EL-1011,224,EA,2025-02-27,11:06:11,Alpine Components AG
GR-70082,OF-1047,184,EA,2025-02-06,21:19:42,MediterraneanGoods SL
GR-70082,EL-1002,136,SET,2025-02-06,21:19:42,MediterraneanGoods SL
GR-70082,EL-1012,256,EA,2025-02-06,21:19:42,MediterraneanGoods SL
GR-70082,TG-1115,466,PK,2025-02-06,21:19:42,MediterraneanGoods SL
GR-70082,EL-1007,379,SET,2025-02-06,21:19:42,MediterraneanGoods SL
GR-70082,HK-1024,71,SET,2025-02-06,21:19:42,MediterraneanGoods SL
GR-70082,HK-1027,23,SET,2025-02-06,21:19:42,MediterraneanGoods SL
GR-70082,EL-1002,371,SET,2025-02-06,21:19:42,MediterraneanGoods SL
GR-70083,OF-1043,189,EA,2025-02-09,07:28:48,Rhine Valley Logistik
GR-70083,CA-1091,415,EA,2025-02-09,07:28:48,Rhine Valley Logistik
GR-70083,EL-1003,367,EA,2025-02-09,07:28:48,Rhine Valley Logistik
GR-70083,SP-1086,217,SET,2025-02-09,07:28:48,Rhine Valley Logistik
GR-70083,TG-1109,198,PK,2025-02-09,07:28:48,Rhine Valley Logistik
GR-70083,OF-1058,69,EA,2025-02-09,07:28:48,Rhine Valley Logistik
GR-70083,SP-1086,166,SET,2025-02-09,07:28:48,Rhine Valley Logistik
GR-70083,BM-1137,33,SET,2025-02-09,07:28:48,Rhine Valley Logistik
GR-70084,AU-1135,190,EA,2025-02-23,13:43:42,Shenzhen Tech Co.
GR-70084,HK-1030,374,EA,2025-02-23,13:43:42,Shenzhen Tech Co.
GR-70084,HK-1031,141,SET,2025-02-23,13:43:42,Shenzhen Tech Co.
GR-70084,AU-1134,383,SET,2025-02-23,13:43:42,Shenzhen Tech Co.
GR-70084,HK-1024,316,SET,2025-02-23,13:43:42,Shenzhen Tech Co.
GR-70084,HB-1070,223,EA,2025-02-23,13:43:42,Shenzhen Tech Co.
GR-70084,OF-1059,396,SET,2025-02-23,13:43:42,Shenzhen Tech Co.
GR-70084,HK-1034,147,EA,2025-02-23,13:43:42,Shenzhen Tech Co.
GR-70084,EL-1005,185,EA,2025-02-23,13:43:42,Shenzhen Tech Co.
GR-70084,HB-1065,270,EA,2025-02-23,13:43:42,Shenzhen Tech Co.
GR-70085,EL-1001,167,PK,2025-02-16,18:34:07,Shenzhen Tech Co.
GR-70085,EL-1007,12,SET,2025-02-16,18:34:07,Shenzhen Tech Co.
GR-70085,OF-1058,455,EA,2025-02-16,18:34:07,Shenzhen Tech Co.
GR-70085,EL-1003,36,EA,2025-02-16,18:34:07,Shenzhen Tech Co.
GR-70085,HK-1024,213,SET,2025-02-16,18:34:07,Shenzhen Tech Co.
GR-70086,BM-1139,408,PK,2025-02-10,07:04:01,MediterraneanGoods SL
GR-70086,BM-1138,52,EA,2025-02-10,07:04:01,MediterraneanGoods SL
GR-70086,HK-1034,471,EA,2025-02-10,07:04:01,MediterraneanGoods SL
GR-70086,SP-1079,408,EA,2025-02-10,07:04:01,MediterraneanGoods SL
GR-70086,CA-1100,405,EA,2025-02-10,07:04:01,MediterraneanGoods SL
GR-70087,HK-1026,394,EA,2025-02-20,06:25:10,Iberia Distribuciones
GR-70087,HB-1071,321,PK,2025-02-20,06:25:10,Iberia Distribuciones
GR-70088,CA-1104,251,EA,2025-02-05,07:56:02,Rhine Valley Logistik
GR-70088,OF-1053,199,EA,2025-02-05,07:56:02,Rhine Valley Logistik
GR-70088,AU-1128,162,PK,2025-02-05,07:56:02,Rhine Valley Logistik
GR-70088,HK-1039,389,SET,2025-02-05,07:56:02,Rhine Valley Logistik
GR-70089,OF-1042,304,EA,2025-02-17,18:05:45,MediterraneanGoods SL
GR-70089,HB-1072,221,EA,2025-02-17,18:05:45,MediterraneanGoods SL
GR-70090,BM-1138,364,EA,2025-02-23,21:27:08,Baltic Imports Oy
GR-70090,HK-1033,471,EA,2025-02-23,21:27:08,Baltic Imports Oy
GR-70090,HK-1025,295,EA,2025-02-23,21:27:08,Baltic Imports Oy
GR-70090,TG-1111,267,EA,2025-02-23,21:27:08,Baltic Imports Oy
GR-70090,BM-1138,98,EA,2025-02-23,21:27:08,Baltic Imports Oy
GR-70090,TG-1110,386,EA,2025-02-23,21:27:08,Baltic Imports Oy
GR-70090,EL-1016,147,SET,2025-02-23,21:27:08,Baltic Imports Oy
GR-70090,PS-1120,232,EA,2025-02-23,21:27:08,Baltic Imports Oy
GR-70091,HK-1034,375,EA,2025-02-16,06:59:17,Pacific Trade Ltd
GR-70091,HK-1028,352,PK,2025-02-16,06:59:17,Pacific Trade Ltd
GR-70091,HK-1029,13,SET,2025-02-16,06:59:17,Pacific Trade Ltd
GR-70091,HK-1035,13,PK,2025-02-16,06:59:17,Pacific Trade Ltd
GR-70091,SP-1078,63,EA,2025-02-16,06:59:17,Pacific Trade Ltd
GR-70091,HB-1068,35,EA,2025-02-16,06:59:17,Pacific Trade Ltd
GR-70091,OF-1045,157,EA,2025-02-16,06:59:17,Pacific Trade Ltd
GR-70091,CA-1099,63,SET,2025-02-16,06:59:17,Pacific Trade Ltd
GR-70091,HK-1027,490,SET,2025-02-16,06:59:17,Pacific Trade Ltd
GR-70091,OF-1042,483,EA,2025-02-16,06:59:17,Pacific Trade Ltd
GR-70092,OF-1051,207,PK,2025-02-08,08:50:52,EuroDistrib GmbH
GR-70092,TG-1107,208,EA,2025-02-08,08:50:52,EuroDistrib GmbH
GR-70092,TG-1109,348,PK,2025-02-08,08:50:52,EuroDistrib GmbH
GR-70092,HB-1063,294,PK,2025-02-08,08:50:52,EuroDistrib GmbH
GR-70092,EL-1012,199,EA,2025-02-08,08:50:52,EuroDistrib GmbH
GR-70092,HB-1062,408,EA,2025-02-08,08:50:52,EuroDistrib GmbH
GR-70093,EL-1014,286,SET,2025-02-17,20:50:29,Pacific Trade Ltd
GR-70093,EL-1020,308,EA,2025-02-17,20:50:29,Pacific Trade Ltd
GR-70093,EL-1020,95,EA,2025-02-17,20:50:29,Pacific Trade Ltd
GR-70094,CA-1096,393,EA,2025-02-27,19:05:31,Rhine Valley Logistik
GR-70094,TG-1113,300,EA,2025-02-27,19:05:31,Rhine Valley Logistik
GR-70094,EL-1019,75,PK,2025-02-27,19:05:31,Rhine Valley Logistik
GR-70095,PS-1121,314,PK,2025-02-03,09:43:03,MediterraneanGoods SL
GR-70095,TG-1111,231,EA,2025-02-03,09:43:03,MediterraneanGoods SL
GR-70095,OF-1056,486,EA,2025-02-03,09:43:03,MediterraneanGoods SL
GR-70095,HB-1067,431,EA,2025-02-03,09:43:03,MediterraneanGoods SL
GR-70095,EL-1011,146,EA,2025-02-03,09:43:03,MediterraneanGoods SL
GR-70095,EL-1001,285,PK,2025-02-03,09:43:03,MediterraneanGoods SL
GR-70095,EL-1002,204,SET,2025-02-03,09:43:03,MediterraneanGoods SL
GR-70095,OF-1049,277,PK,2025-02-03,09:43:03,MediterraneanGoods SL
GR-70096,EL-1006,241,EA,2025-02-22,10:54:45,Baltic Imports Oy
GR-70096,TG-1106,347,EA,2025-02-22,10:54:45,Baltic Imports Oy
GR-70096,HB-1067,200,EA,2025-02-22,10:54:45,Baltic Imports Oy
GR-70096,CA-1091,434,EA,2025-02-22,10:54:45,Baltic Imports Oy
GR-70096,CA-1095,97,EA,2025-02-22,10:54:45,Baltic Imports Oy
GR-70096,BM-1142,409,EA,2025-02-22,10:54:45,Baltic Imports Oy
GR-70096,SP-1079,272,EA,2025-02-22,10:54:45,Baltic Imports Oy
GR-70097,PS-1120,103,EA,2025-02-19,17:19:30,Atlas Wholesale Inc
GR-70097,SP-1085,434,SET,2025-02-19,17:19:30,Atlas Wholesale Inc
GR-70097,HB-1067,356,EA,2025-02-19,17:19:30,Atlas Wholesale Inc
GR-70097,CA-1102,104,PK,2025-02-19,17:19:30,Atlas Wholesale Inc
GR-70097,HK-1029,487,SET,2025-02-19,17:19:30,Atlas Wholesale Inc
GR-70097,CA-1094,378,EA,2025-02-19,17:19:30,Atlas Wholesale Inc
GR-70097,TG-1107,262,EA,2025-02-19,17:19:30,Atlas Wholesale Inc
GR-70097,PS-1123,108,EA,2025-02-19,17:19:30,Atlas Wholesale Inc
GR-70098,HK-1037,121,EA,2025-02-06,17:11:13,Rhine Valley Logistik
GR-70099,BM-1140,239,EA,2025-02-22,06:19:20,Nordic Supply AB
GR-70099,HB-1070,193,EA,2025-02-22,06:19:20,Nordic Supply AB
GR-70099,HB-1073,480,EA,2025-02-22,06:19:20,Nordic Supply AB
GR-70099,HK-1040,115,SET,2025-02-22,06:19:20,Nordic Supply AB
GR-70100,OF-1041,426,EA,2025-02-11,16:22:59,Pacific Trade Ltd
GR-70100,OF-1059,43,SET,2025-02-11,16:22:59,Pacific Trade Ltd
GR-70100,SP-1089,210,EA,2025-02-11,16:22:59,Pacific Trade Ltd
GR-70101,OF-1043,261,EA,2025-02-27,19:50:19,Alpine Components AG
GR-70101,SP-1084,245,EA,2025-02-27,19:50:19,Alpine Components AG
GR-70101,TG-1109,236,PK,2025-02-27,19:50:19,Alpine Components AG
GR-70101,TG-1109,402,PK,2025-02-27,19:50:19,Alpine Components AG
GR-70101,HB-1062,66,EA,2025-02-27,19:50:19,Alpine Components AG
GR-70101,BM-1144,114,EA,2025-02-27,19:50:19,Alpine Components AG
GR-70101,CA-1101,455,EA,2025-02-27,19:50:19,Alpine Components AG
GR-70101,HB-1074,234,SET,2025-02-27,19:50:19,Alpine Components AG
GR-70101,HB-1072,253,EA,2025-02-27,19:50:19,Alpine Components AG
GR-70102,HK-1038,496,PK,2025-02-17,14:30:19,MediterraneanGoods SL
GR-70102,HB-1070,365,EA,2025-02-17,14:30:19,MediterraneanGoods SL
GR-70102,PS-1121,118,PK,2025-02-17,14:30:19,MediterraneanGoods SL
GR-70102,TG-1112,182,EA,2025-02-17,14:30:19,MediterraneanGoods SL
GR-70102,HB-1062,202,EA,2025-02-17,14:30:19,MediterraneanGoods SL
GR-70102,EL-1017,33,EA,2025-02-17,14:30:19,MediterraneanGoods SL
GR-70102,EL-1008,124,PK,2025-02-17,14:30:19,MediterraneanGoods SL
GR-70102,AU-1129,151,EA,2025-02-17,14:30:19,MediterraneanGoods SL
GR-70102,TG-1113,437,EA,2025-02-17,14:30:19,MediterraneanGoods SL
GR-70102,PS-1123,322,EA,2025-02-17,14:30:19,MediterraneanGoods SL
GR-70102,TG-1115,178,PK,2025-02-17,14:30:19,MediterraneanGoods SL
GR-70102,CA-1097,307,PK,2025-02-17,14:30:19,MediterraneanGoods SL
GR-70103,HK-1038,333,PK,2025-02-26,07:25:41,Rhine Valley Logistik
GR-70103,OF-1044,103,SET,2025-02-26,07:25:41,Rhine Valley Logistik
